mortgage;life_ins;cre_card;deb_card;mob_bank;curr_acc;internet;perloan;savings;atm_user;markpl;age;cus_leng;response
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;20;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;No;20;less than 3 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;No;20;from 3 to 7 years;Yes
No;No;Yes;Yes;Yes;Yes;No;No;Yes;No;No;20;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;Yes;No;No;No;Yes;No;20;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;20;from 3 to 7 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;No;20;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;20;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;20;from 3 to 7 years;Yes
No;No;No;Yes;Yes;No;No;No;No;Yes;No;20;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;20;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;20;less than 3 years;Yes
No;Yes;No;Yes;No;No;No;No;No;Yes;No;20;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;No;20;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;No;20;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;20;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;20;more than 7 years;No
No;No;No;Yes;No;Yes;No;No;No;No;No;20;less than 3 years;Yes
No;No;No;No;No;Yes;No;No;Yes;Yes;Yes;20;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;20;less than 3 years;Yes
No;Yes;Yes;No;Yes;No;No;No;No;Yes;Yes;20;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;20;less than 3 years;Yes
No;Yes;No;No;Yes;No;No;No;No;No;No;20;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;Yes;Yes;No;No;No;No;20;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;20;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;20;from 3 to 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;20;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;No;No;20;from 3 to 7 years;Yes
No;No;No;Yes;No;No;No;No;No;Yes;No;20;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;20;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;Yes;20;from 3 to 7 years;Yes
No;No;Yes;Yes;No;Yes;No;No;No;No;No;20;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;Yes;No;No;Yes;20;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;20;from 3 to 7 years;No
Yes;Yes;No;No;Yes;No;Yes;No;No;Yes;No;20;from 3 to 7 years;No
Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;Yes;No;20;less than 3 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;20;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;20;from 3 to 7 years;Yes
Yes;Yes;No;Yes;Yes;No;No;No;No;Yes;Yes;20;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;20;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;20;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;Yes;No;No;Yes;No;20;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;20;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;20;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;20;less than 3 years;Yes
No;No;No;Yes;No;No;No;No;No;Yes;No;20;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;20;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;20;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;20;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;Yes;No;20;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;20;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;20;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;20;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;20;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;20;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;20;more than 7 years;Yes
Yes;Yes;No;No;No;No;Yes;No;Yes;Yes;No;20;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;20;from 3 to 7 years;Yes
No;No;No;Yes;Yes;No;No;No;No;No;Yes;20;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;21;less than 3 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;No;No;21;from 3 to 7 years;Yes
No;Yes;No;No;No;No;No;No;No;Yes;No;21;less than 3 years;Yes
Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;No;21;more than 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;21;from 3 to 7 years;No
No;No;No;Yes;No;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;21;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;No
No;No;No;No;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;No;Yes;No;Yes;No;No;Yes;No;21;less than 3 years;Yes
No;No;No;No;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;21;from 3 to 7 years;No
No;No;Yes;Yes;No;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;No;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;21;less than 3 years;Yes
No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
No;Yes;No;Yes;No;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;No
Yes;Yes;Yes;No;No;No;Yes;No;No;No;Yes;21;less than 3 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
No;Yes;No;No;No;Yes;No;Yes;No;No;No;21;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;Yes;No;No;No;Yes;Yes;21;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;21;more than 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;No;21;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;No
No;Yes;No;Yes;No;No;No;No;No;No;No;21;less than 3 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;21;more than 7 years;No
No;No;No;Yes;Yes;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;No;21;from 3 to 7 years;No
No;Yes;No;Yes;Yes;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;Yes;No;No;Yes;21;less than 3 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;Yes;No;21;from 3 to 7 years;Yes
Yes;Yes;No;No;No;No;No;No;No;No;Yes;21;less than 3 years;Yes
No;No;No;Yes;No;No;No;No;Yes;Yes;No;21;less than 3 years;Yes
Yes;Yes;No;No;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;Yes;No;No;No;No;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;less than 3 years;Yes
No;No;No;Yes;Yes;Yes;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;Yes
Yes;Yes;No;Yes;No;Yes;Yes;No;No;Yes;No;21;from 3 to 7 years;No
No;No;No;Yes;No;No;No;Yes;No;No;Yes;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;21;less than 3 years;Yes
Yes;Yes;No;No;No;No;No;No;No;No;No;21;less than 3 years;Yes
No;No;No;Yes;No;No;No;Yes;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;21;from 3 to 7 years;Yes
No;Yes;No;Yes;No;No;No;No;No;Yes;No;21;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;21;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;Yes;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;No;21;from 3 to 7 years;Yes
Yes;Yes;No;No;No;No;No;No;No;No;Yes;21;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;Yes;No;No;Yes;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;Yes;No;21;less than 3 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;21;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;21;more than 7 years;No
No;No;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;21;less than 3 years;No
Yes;Yes;No;No;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;21;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;Yes
No;No;No;Yes;Yes;Yes;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;Yes;21;more than 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;No;No;21;from 3 to 7 years;Yes
No;No;Yes;Yes;No;Yes;No;No;Yes;No;No;21;from 3 to 7 years;Yes
No;Yes;Yes;No;No;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;Yes;No;Yes;No;21;from 3 to 7 years;No
No;Yes;No;Yes;No;No;No;No;No;No;No;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;No;No;No;No;No;No;No;Yes;21;less than 3 years;Yes
No;No;No;No;No;Yes;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;21;more than 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
No;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;No;No;Yes;No;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;21;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;21;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;21;less than 3 years;No
Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;21;less than 3 years;Yes
No;Yes;No;Yes;No;No;No;No;No;Yes;Yes;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;21;from 3 to 7 years;Yes
No;No;No;Yes;No;No;No;No;No;No;No;21;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;Yes;No;21;less than 3 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;21;from 3 to 7 years;Yes
No;No;No;Yes;No;No;No;No;No;No;Yes;21;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;No
No;No;No;Yes;Yes;No;No;No;No;Yes;No;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;21;more than 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;21;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;21;more than 7 years;No
Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;Yes;21;more than 7 years;No
No;No;No;Yes;Yes;Yes;No;No;No;No;Yes;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;21;less than 3 years;Yes
Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;Yes;Yes;No;21;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;21;from 3 to 7 years;Yes
Yes;Yes;No;Yes;Yes;No;No;No;No;No;Yes;21;less than 3 years;Yes
No;Yes;No;Yes;Yes;No;No;No;No;No;No;21;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;21;more than 7 years;Yes
Yes;Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;No;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;more than 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;22;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;more than 7 years;No
No;No;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;from 3 to 7 years;Yes
No;Yes;No;No;Yes;No;No;Yes;No;No;No;22;less than 3 years;Yes
Yes;Yes;Yes;No;Yes;Yes;Yes;No;No;Yes;No;22;less than 3 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;No;No;22;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;No;No;22;from 3 to 7 years;Yes
No;Yes;No;Yes;Yes;No;No;No;No;Yes;No;22;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;22;more than 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;22;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;22;more than 7 years;No
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;No;22;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;22;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;22;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;22;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;No;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;22;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;22;from 3 to 7 years;No
No;No;No;Yes;No;Yes;No;Yes;Yes;No;No;22;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;22;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;from 3 to 7 years;No
No;Yes;Yes;Yes;No;No;No;No;No;Yes;No;22;less than 3 years;Yes
No;Yes;No;Yes;No;No;No;Yes;No;No;No;22;less than 3 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;No;22;less than 3 years;Yes
No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;22;from 3 to 7 years;Yes
No;Yes;No;Yes;No;No;No;Yes;No;No;No;22;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;22;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;22;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;22;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;No;No;No;No;Yes;No;22;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;22;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;Yes;22;from 3 to 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;No;No;22;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;22;more than 7 years;Yes
No;No;No;Yes;Yes;No;No;No;No;Yes;No;22;less than 3 years;Yes
No;Yes;No;Yes;Yes;No;No;No;No;No;No;22;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;22;more than 7 years;No
No;Yes;No;Yes;Yes;No;No;No;No;No;No;22;less than 3 years;Yes
No;No;Yes;Yes;No;Yes;No;No;No;No;No;22;from 3 to 7 years;Yes
No;Yes;No;Yes;No;No;No;No;No;No;Yes;22;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;22;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;22;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;22;more than 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;22;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;22;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;more than 7 years;No
Yes;Yes;No;No;Yes;No;No;No;No;No;No;22;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;22;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;22;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;22;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;22;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;22;less than 3 years;Yes
Yes;Yes;No;No;No;No;No;No;No;No;Yes;22;from 3 to 7 years;Yes
No;Yes;No;Yes;Yes;No;No;No;No;Yes;No;22;less than 3 years;Yes
Yes;Yes;No;No;No;No;Yes;No;No;Yes;Yes;22;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;22;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;more than 7 years;No
No;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;No;22;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;Yes;No;No;Yes;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;22;more than 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;No;22;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;Yes;22;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;22;from 3 to 7 years;No
No;No;No;Yes;No;No;No;No;No;No;No;22;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;22;from 3 to 7 years;No
No;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;22;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;22;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;Yes;22;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;22;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;Yes;No;No;No;Yes;Yes;22;more than 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;22;less than 3 years;Yes
No;No;No;No;No;No;No;Yes;No;Yes;No;22;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;22;from 3 to 7 years;Yes
