"MCC","Название","Описание"
"3817","Affinia",""
"3818","Mainstay Suites",""
"3819","Oxford Suites",""
"3820","Jumeirah Essex House",""
"3821","Caribe Royal",""
"3822","Crossland",""
"3823","Grand Sierra Resort",""
"3824","Aria",""
"3825","Vdara",""
"3826","Autograph",""
"3827","Galt House",""
"3828","Cosmopolitan of Las Vegas",""
"3829","Country Inn By Carlson",""
"3830","Park Plaza Hotel",""
"3831","Waldorf",""
"3832","Curio Hotels",""
"3833","Canopy",""
"3834","Baymont Inn & Suites",""
"3835","Dolce Hotels and Resorts",""
"3836","Hawthorn by Wyndham",""
"3837","Hoshino Resorts",""
"3838","Kimpton Hotels",""
"3882","Инкассация чека (обналичивание)","MCC код и описание найдены в правилах программы лояльности карты Кукуруза. В документации международных платежных систем данного кода нет."
"4011","Железные дороги – перевозка грузов","Железные дороги, занимающиеся транспортировкой грузов. 
Для железных дорог, занимающихся перевозкой пассажиров, используется MCC 4112."
"4111","Пассажирские перевозки - пригородные и местные пригородные рейсы, включая паромы","Услуги местного и пригородного общественного пассажирского транспорта по регулярным маршрутам и с регулярным графиком, включая железнодорожные пригородные перевозки.
Для такси и лимузинов, используется MCC 4121; для автобусов используется MCC 4131."
"4112","Пассажирские железнодорожные перевозки","Железнодорожные компании, которые в основном предоставляют услуги по перевозке пассажиров на длинные расстояния. Такие точки могут предоставлять или не предоставлять ночлег в поезде в течение длительных поездок. 
Для железнодорожных компаний, которые предоставляют транспортировку грузов, используется MCC 4011."
"4119","Услуги скорой помощи","Экстренные транспортные услуги с обученным персоналом, который может или не может оказать неотложную медицинскую помощь по пути в больницу или медицинскую помощь."
"4121","Лимузины и такси","Услуги пассажирских автомобильных перевозок, которые не следуют по регулярному графику или установленному маршруту."
"4131","Автобусные линии","Услуги пассажирского транспорта, которые работают по регулярному графику по заранее определенным маршрутам.
Для операторов чартерных и туристических автобусов используется MCC 4722."
"4214","Агентства по автотранспортным перевозкам, местные/ дальные автогрузоперевозки, компании попереезду и хранению, местная доставка","Местные и дальние автогрузоперевозки, которые могут также предоставлять или не предоставлять услуги по хранению. Для хранения предметов домашнего обихода и хранения без услуг по перевозкам, используется MCC 4225. Для курьеров почтовых посылок, товаров, и бандеролей, используется MCC 4215."
"4215","Услуги курьера – по воздуху и на земле, агентство по отправке грузов","Торговые точки, занимающиеся доставкой лично адресованных писем, посылок и бандеролей (исключая американские почтовые услуги – MCC 9402). 
Для агентств, занимающихся автогрузоперевозками используется MCC 4214."
"4225","Складское хранение общественного пользования –сельскохозяйственных продуктов, охлаждаемые продукты, хранение предметов домашнего обихода","Поставщики складских помещений для хранения сельскохозяйственных продуктов, охлаждаемое хранение скоропортящихся продуктов, и хранение предметов домашнего обихода и мебели. Для торговых точек, предоставляющих услуги по хранению товаров в определенной местности, а также услуги по перевозке товаров, используется MCC 4214."
"4304","Категория неизвестна","Код не найден в документации ни одной из платёжных систем, но находится в списках mcc-кодов для категории Авиабилеты у некоторых банков."
"4411","Круизные линии","Торговые точки, предлагающие пассажирский транспорт по открытому морю или внутренним водоемам с целью отдыха или ради удовольствия. Такие торговые точки обычно предлагают питание, развлечения, и каюты, включая всё в стоимость проезда, а также проведение стандартных и рекламируемых рейсов. С целью предварительного заказа билетов с каютами на круизных суднах, используется TCC с X. Для транзакций, возникающих в торговых точках, находящихся за пределами корабля, например, в магазине одежды, подарков, или цветочном, используется TCC с H."
"4457","Аренда и лизинг суден","Торговые точки, предлагающие в основном сдачу в наем и в аренду суден, включая рыболовные судна, плавучие дома без экипажа, парусные лодки, катера, водные мотоциклы и яхты."
