Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
0;116;7;23;0;8;0
69446;64;23;32;1;1;0
0;73;14;1;4;1;0
0;119;19;98;0;1;0
50886;95;25;9;1;9;0
55257;64;0;77;3;1;0
61883;62;11;62;0;1;0
37233;136;29;91;0;5;0
37722;116;8;23;0;8;1
81883;114;15;40;0;1;0
35822;197;25;79;0;7;0
23059;126;30;66;0;3;0
97666;66;16;60;0;1;0
26057;74;3;63;0;2;1
30817;88;25;43;0;1;1
75648;108;28;10;0;1;1
0;96;5;27;0;2;0
25852;135;29;71;1;2;0
0;68;32;15;1;2;0
13207;137;16;82;2;3;0
0;82;9;58;0;2;0
32150;98;21;64;0;8;0
52674;73;8;49;0;1;0
91653;111;10;25;0;1;0
69512;72;3;62;0;5;0
67332;192;3;10;0;1;0
0;98;4;43;2;1;0
53304;65;14;82;0;1;0
28754;89;9;17;0;2;0
50201;64;21;99;0;1;0
51593;80;5;91;2;2;0
0;76;8;44;0;3;1
31974;92;25;77;0;1;0
31756;107;1;97;0;3;0
0;68;3;52;0;1;0
20369;105;4;38;0;3;0
0;126;15;45;0;1;0
66933;63;8;0;0;6;0
39843;109;5;97;1;2;0
16686;71;9;32;0;1;0
0;190;2;78;1;4;0
80237;108;4;71;0;2;0
72897;73;26;96;0;2;0
46435;82;13;20;0;1;0
0;68;0;16;2;3;0
23124;112;27;59;0;1;0
45310;229;28;70;0;1;0
53437;91;2;87;0;2;0
0;73;24;69;1;3;0
27880;74;4;9;0;5;0
45963;63;3;73;2;2;0
35625;65;10;56;1;3;1
31727;92;1;95;0;1;0
53071;72;28;19;0;1;0
97735;73;24;26;0;1;0
0;77;6;36;0;1;0
52218;68;11;85;0;8;0
25820;82;10;69;0;1;1
17950;71;16;62;2;2;0
82477;90;1;69;0;1;1
0;95;15;37;0;3;0
64801;64;23;19;0;2;1
0;70;26;44;1;1;0
61233;89;27;50;2;7;0
0;129;13;19;0;8;0
62902;69;14;94;0;2;1
20244;65;6;42;0;8;0
86812;73;1;11;0;3;0
62192;98;30;28;0;5;0
34948;130;20;15;0;7;0
35456;109;14;58;0;6;0
80640;111;2;84;0;1;0
0;74;17;59;0;1;0
91193;185;15;75;1;6;0
73692;67;1;10;0;2;0
12195;101;29;35;0;7;0
52801;100;21;78;0;1;0
0;87;1;70;0;2;0
0;72;6;13;2;7;0
0;108;2;94;0;5;0
75644;65;5;68;3;9;1
60192;220;17;87;0;7;0
0;90;25;63;2;7;0
0;74;24;33;0;1;0
29242;73;26;23;0;1;0
69379;103;14;79;0;1;1
63860;62;26;81;0;1;1
45281;104;13;84;1;1;0
51193;104;31;21;2;1;0
62074;67;24;22;0;4;0
64304;68;35;70;0;2;0
73795;116;1;77;1;3;0
84376;96;5;54;0;2;0
0;66;14;73;1;2;0
79153;106;12;5;0;7;0
17950;118;34;24;0;4;0
0;80;3;99;1;1;0
0;69;19;74;0;2;0
0;72;30;48;0;2;0
58139;65;29;77;1;1;0
0;113;35;83;0;5;0
80991;223;5;56;0;4;0
69678;126;21;39;0;1;0
0;67;33;19;0;4;0
14030;72;11;3;0;1;1
13037;124;28;49;0;1;1
76763;108;12;87;0;8;0
50461;131;22;89;0;2;0
69604;70;10;50;0;1;0
22908;68;30;19;0;7;0
68273;146;23;93;0;2;0
95550;116;15;75;1;1;0
88370;74;0;16;1;9;0
68931;66;32;30;0;7;1
24432;87;19;44;3;6;0
77577;199;14;37;1;1;0
12607;110;13;20;0;2;0
0;63;6;75;0;1;0
23474;102;5;21;0;1;0
0;113;33;18;0;4;0
0;65;1;30;0;2;0
98478;106;21;80;0;2;0
23091;96;28;90;5;5;1
51071;65;17;94;0;3;0
0;103;2;75;2;6;0
69921;118;28;22;2;1;0
36357;68;28;96;0;6;0
0;63;17;24;0;2;0
27607;104;15;56;0;2;0
43610;106;16;60;0;5;0
0;91;13;77;0;1;0
14660;61;14;97;0;1;0
26864;78;18;12;0;2;0
36631;62;30;77;0;1;1
42582;99;1;57;0;5;0
37256;62;15;7;0;2;1
0;102;35;48;0;2;1
56980;84;33;70;0;7;1
98254;94;23;11;3;2;0
71737;79;7;79;0;4;0
31177;79;14;28;0;1;0
98338;65;13;33;0;1;0
0;106;2;50;0;1;0
0;65;7;22;0;6;0
29938;90;8;35;0;1;0
0;69;20;95;0;4;0
24285;111;6;10;0;7;0
32983;113;25;59;0;1;0
0;134;13;56;0;1;0
71333;93;9;92;0;1;0
33157;124;28;58;0;3;0
0;91;8;60;0;1;0
36580;64;20;76;1;2;0
11432;119;11;9;0;2;1
78596;73;11;0;0;1;0
35143;65;31;37;0;9;0
29606;81;33;32;0;1;0
53228;73;26;33;0;2;0
10312;78;10;63;0;1;1
19864;63;22;96;0;1;1
76157;116;15;80;0;1;1
44368;80;5;72;0;3;1
27961;72;15;64;0;2;0
92777;68;21;83;2;2;0
55992;67;16;21;0;3;0
88997;72;9;71;0;3;1
21926;63;13;0;0;7;0
82413;62;12;79;0;3;0
48008;73;33;55;4;1;0
87796;74;23;10;0;4;0
38928;64;14;18;0;8;0
58779;64;13;82;1;2;0
98912;135;18;92;0;2;0
0;137;10;92;0;2;0
33882;114;22;39;0;6;0
92296;69;4;65;0;1;1
63287;127;5;84;0;2;0
74871;178;0;15;0;7;0
37995;139;16;50;0;1;1
0;139;24;3;1;2;0
0;87;10;55;1;2;0
64706;81;5;3;0;1;0
0;64;32;89;1;3;0
29500;67;14;72;0;1;0
0;69;23;32;1;2;0
26410;91;17;90;0;2;0
97832;95;5;98;0;1;0
94903;94;3;38;0;1;1
62473;76;6;70;1;2;0
85704;69;21;84;0;7;0
74270;78;33;2;0;7;0
22886;65;9;81;0;3;1
36464;78;5;17;0;7;0
33599;80;23;31;0;2;0
20819;73;4;65;1;2;0
29095;91;29;47;1;2;0
30852;88;7;42;0;8;0
48448;74;24;11;1;2;0
20079;110;1;63;0;1;0
12430;73;22;13;0;4;1
47669;80;16;84;0;3;0
40794;87;6;87;0;1;0
95340;198;5;84;2;3;0
14476;113;11;0;0;1;0
0;105;28;69;0;1;0
26116;85;6;58;0;3;0
12454;100;4;68;0;1;0
48245;121;16;21;3;2;0
0;153;25;5;0;1;1
0;119;3;54;0;3;0
37478;105;4;53;0;1;0
0;74;24;82;0;2;0
45732;134;22;56;0;9;0
0;85;3;61;0;2;0
65978;67;3;50;0;3;0
0;62;9;49;0;1;0
58467;65;30;90;0;2;0
82427;102;24;5;0;1;0
33811;184;17;59;0;1;0
0;183;29;65;2;7;0
37675;71;25;80;0;3;0
0;72;28;29;0;1;0
0;70;28;29;0;8;0
0;67;11;87;0;3;0
0;71;12;37;0;1;0
19851;102;33;51;0;2;0
0;99;26;60;0;2;0
0;62;5;41;0;3;0
28360;73;8;65;0;2;0
70833;193;15;33;0;1;0
0;69;18;64;1;1;0
62421;80;22;50;2;2;0
13933;62;25;32;0;6;0
40513;96;21;37;1;1;0
0;108;15;17;0;2;0
47259;81;22;54;0;5;0
35039;61;7;87;0;8;0
0;190;7;45;0;2;0
92539;101;2;61;0;1;0
0;71;3;84;0;6;0
92038;65;4;44;2;1;0
51789;61;33;31;0;2;0
61972;64;2;52;2;5;0
40870;105;3;56;0;2;1
52583;113;12;59;0;7;1
79681;73;4;93;1;1;0
69792;137;1;95;0;3;0
19794;93;24;80;0;8;0
0;113;0;16;0;2;0
26680;106;11;49;0;5;0
93272;95;3;54;0;1;1
0;68;21;73;0;1;0
0;91;7;14;1;1;0
21835;92;2;83;0;3;0
0;116;29;22;0;2;0
73054;106;34;36;1;2;1
35551;81;33;52;1;1;0
54507;138;20;11;0;1;1
0;67;27;7;0;7;0
41336;68;33;25;0;5;0
31972;70;4;89;0;3;0
20416;93;33;68;0;7;0
46338;193;24;68;0;9;0
0;131;34;61;0;9;1
17220;105;10;24;0;1;0
37256;62;15;7;0;2;1
53602;115;15;60;0;2;0
24732;107;18;44;0;1;0
23867;65;6;99;0;1;0
0;124;2;85;0;2;0
0;180;15;87;0;2;0
46503;215;4;21;1;1;1
0;63;21;61;0;1;0
46268;199;34;17;1;2;0
60759;104;20;85;0;1;0
75615;65;16;39;5;1;0
73742;68;10;60;0;3;0
0;126;12;4;0;2;1
55687;276;33;91;0;1;1
74015;72;12;61;0;6;1
0;93;29;63;0;1;0
37056;92;12;7;0;2;0
12964;65;2;37;0;4;1
30916;70;6;50;0;1;0
0;106;24;27;0;1;0
12964;65;2;37;0;4;1
26057;74;3;63;0;2;1
29981;71;4;9;0;3;0
85210;74;23;76;0;1;0
86653;111;14;5;0;2;0
0;113;1;61;0;1;0
22872;131;14;18;2;2;0
42889;74;31;18;0;7;0
74034;72;20;64;0;1;0
46503;215;4;21;1;1;1
97361;73;6;85;0;2;1
25905;63;21;12;0;1;1
16097;139;7;6;0;7;0
56446;114;2;8;0;3;0
11343;72;14;78;0;8;0
24164;137;2;40;0;5;1
58414;210;7;24;2;1;1
0;73;18;45;0;5;1
24395;62;35;99;0;3;0
52471;103;35;57;0;1;0
30009;68;28;56;0;1;0
23815;73;4;47;0;2;1
27739;104;16;22;0;2;0
37876;69;13;15;0;1;1
0;72;3;64;0;3;0
14665;61;6;82;0;3;0
0;61;11;6;1;1;0
86595;63;1;77;0;1;0
24368;68;34;54;1;3;0
73054;106;34;36;1;2;1
0;72;9;28;0;2;0
50994;128;16;48;0;1;0
0;64;23;66;0;1;0
0;204;35;45;0;2;0
0;63;22;94;0;1;0
0;87;13;3;1;2;0
28695;64;17;87;0;4;0
72608;82;26;19;3;8;1
48381;63;2;71;0;2;0
0;152;8;94;0;7;0
0;104;30;96;0;3;0
14973;115;2;75;0;2;1
24910;63;7;63;1;1;1
50577;63;2;8;0;1;0
0;70;1;4;1;4;0
26184;62;1;92;0;1;0
20215;112;10;8;0;7;0
68342;72;33;39;0;5;0
0;133;18;2;0;1;0
72608;82;26;19;3;8;1
74960;69;11;44;1;3;0
56342;69;12;89;0;1;1
86824;72;1;76;0;3;0
37530;117;26;58;0;1;0
0;62;19;26;0;1;0
53330;65;8;57;0;2;0
0;63;33;34;0;1;0
52436;76;3;38;0;2;0
11885;101;18;39;0;2;1
0;97;26;25;0;3;0
44536;137;12;22;1;1;0
82763;61;28;78;0;3;0
0;87;4;4;3;1;1
63401;113;21;15;0;2;0
11828;90;18;84;0;2;1
99747;72;28;87;0;5;0
0;88;26;73;0;1;0
78796;61;15;3;0;3;0
79090;107;2;74;0;3;1
43906;65;6;53;0;6;0
82189;94;20;17;0;1;0
70263;93;30;66;0;5;1
19132;207;25;15;0;3;0
0;131;34;61;0;9;1
78127;69;5;6;0;1;0
92296;69;4;65;0;1;1
0;74;19;8;0;8;0
80550;68;16;67;3;7;0
51950;89;34;90;0;1;0
20392;73;23;85;0;9;0
30886;61;8;36;0;6;0
0;66;2;76;0;1;0
33089;61;10;61;0;2;0
0;132;20;22;0;2;0
0;68;8;72;0;2;0
72439;100;5;22;1;1;0
81639;82;33;26;0;2;0
68815;68;29;37;0;3;0
0;63;0;42;0;3;0
25134;67;3;0;0;6;1
25965;65;23;27;0;1;1
55193;105;8;22;1;2;0
18577;86;21;76;0;6;1
44368;80;5;72;0;3;1
13528;86;21;35;0;3;1
21514;62;0;59;0;2;1
0;105;7;20;0;2;0
87139;213;18;27;0;3;0
20355;61;4;6;1;3;0
0;73;8;17;2;9;0
46210;61;24;44;3;1;0
0;68;19;2;3;2;1
28613;114;17;8;0;2;0
26057;74;3;63;0;2;1
0;73;1;31;0;3;0
76700;112;13;60;0;5;0
0;109;5;95;0;3;0
45181;65;21;68;0;1;0
99845;110;23;25;1;8;1
0;101;31;1;0;3;0
92423;88;5;79;0;6;0
43793;71;8;31;0;1;0
93210;107;6;9;2;2;0
58484;88;15;65;1;1;0
26876;76;17;72;0;8;1
48054;109;2;64;0;1;0
36800;91;20;18;0;2;0
28663;61;15;8;4;7;0
54431;97;19;62;0;3;0
27608;108;30;89;0;1;0
22103;89;4;74;1;3;0
0;103;13;20;0;9;0
46168;65;1;7;0;1;0
83221;91;21;63;0;3;0
98677;105;3;40;0;9;0
46379;72;11;57;0;2;0
62803;62;16;12;0;5;0
0;177;0;6;0;7;0
0;134;26;88;0;4;0
28139;97;31;65;2;3;0
52982;89;8;54;0;3;0
77095;68;22;59;1;4;0
26322;111;8;94;2;1;0
25125;81;12;91;1;3;0
52583;113;12;59;0;7;1
17622;65;1;36;1;3;1
90607;70;8;89;0;3;0
42795;73;2;38;0;4;0
27042;110;17;3;0;7;0
27984;62;7;51;1;2;0
26021;126;6;32;0;2;0
25448;71;11;59;0;2;0
52009;68;20;29;0;2;0
23504;69;19;56;0;1;0
0;71;16;90;3;9;0
40774;110;28;59;1;1;0
36812;92;23;98;1;4;0
72540;88;7;3;0;2;1
51240;70;0;37;2;5;0
20396;76;15;60;1;4;1
35654;72;17;19;0;1;0
93884;65;7;10;0;1;0
0;68;6;35;0;1;0
30344;107;29;79;0;9;0
28738;62;2;95;0;1;0
70958;115;1;57;0;7;0
22103;109;16;31;0;2;0
0;103;29;91;0;6;0
70795;68;10;95;0;4;0
32821;129;35;40;0;4;0
22520;73;17;64;0;3;1
0;72;31;75;0;9;0
56263;93;27;31;0;2;0
0;72;17;52;0;2;0
0;64;25;33;0;5;0
0;65;9;31;0;2;1
31993;66;14;4;1;1;0
40994;106;8;94;0;8;0
29638;64;19;16;0;8;0
0;119;18;65;0;2;0
26056;73;17;73;0;2;0
22821;131;26;99;0;3;0
84581;96;25;50;0;2;0
22193;74;13;74;0;2;0
30969;63;26;79;1;2;0
70263;93;30;66;0;5;1
35056;96;12;52;3;1;0
73435;69;9;25;0;4;0
86096;108;30;1;0;1;0
0;139;6;9;0;1;0
55808;116;31;4;0;7;0
29695;94;34;66;0;2;0
88043;61;2;43;0;3;0
60875;92;0;84;0;3;0
0;77;25;48;0;2;0
0;118;0;67;0;8;0
70974;71;15;0;0;1;0
37518;131;35;91;0;6;0
28128;70;6;52;0;4;0
45254;93;4;25;3;4;0
85537;108;4;91;0;2;0
74608;68;11;4;1;1;0
41004;102;15;26;3;2;0
38884;102;4;87;0;1;0
97131;64;5;80;0;6;1
0;84;6;93;0;7;0
22331;64;11;12;0;1;0
37541;109;10;31;0;2;0
27357;61;19;48;0;5;0
0;72;19;48;0;1;0
11885;101;18;39;0;2;1
52717;109;5;60;0;8;0
57693;76;16;56;0;3;1
0;104;29;73;0;2;0
73903;73;30;39;0;2;0
0;281;16;92;1;2;0
0;111;3;73;3;6;0
79452;65;33;75;0;1;0
72540;88;7;3;0;2;1
89513;116;5;12;0;6;0
60920;64;10;61;0;2;1
88669;66;9;18;1;4;0
79090;107;2;74;0;3;1
17101;113;1;88;0;2;1
44788;61;6;48;0;2;1
0;93;8;42;1;3;0
26790;71;4;41;0;1;1
81955;126;3;21;0;2;0
80213;70;12;17;0;2;0
0;66;3;21;0;1;0
47950;170;23;86;1;8;0
0;101;1;83;4;1;1
0;65;8;50;0;1;0
72353;66;27;15;0;2;0
81872;115;10;55;0;2;1
74606;68;2;34;0;5;0
0;138;23;54;0;3;0
41438;72;8;39;0;9;0
52679;110;25;21;2;1;0
0;101;4;60;0;1;0
44524;70;28;42;0;2;0
60244;83;3;72;3;1;1
22711;82;8;74;0;2;0
0;73;9;94;0;2;1
50398;71;18;51;0;2;0
0;86;19;99;1;2;0
0;66;1;73;0;2;0
0;102;16;34;0;5;0
0;114;11;20;0;3;0
87197;63;35;45;0;3;0
0;100;22;24;0;3;0
85221;117;11;42;0;4;0
96306;95;12;17;1;6;1
0;66;3;97;0;1;0
22249;64;4;88;0;2;0
0;62;6;62;0;3;0
54507;138;20;11;0;1;1
0;101;34;52;4;1;0
20754;184;19;15;0;7;0
0;190;21;35;1;7;0
30027;65;13;10;0;1;0
23156;88;9;6;2;1;0
0;93;7;85;0;4;0
23222;90;10;66;0;4;0
0;65;16;90;0;1;0
27317;102;30;12;0;2;0
21073;106;25;54;1;3;1
0;225;26;53;0;2;0
69268;93;31;20;0;2;0
74561;68;0;23;1;5;0
72421;65;8;23;0;1;1
0;71;4;18;0;1;0
57961;72;27;64;0;2;0
35205;76;7;11;0;1;0
0;74;19;41;0;8;0
72309;68;3;51;0;2;0
76352;109;17;9;2;4;0
0;100;30;4;2;2;0
29057;102;22;24;0;3;0
0;66;11;73;0;1;0
25595;101;5;86;0;9;0
58058;67;28;49;0;2;0
22828;106;11;54;0;2;1
0;81;8;47;0;8;0
23815;73;4;47;0;2;1
45329;65;13;7;3;4;0
59349;119;15;41;0;2;0
19794;105;1;78;0;1;0
92401;64;30;37;0;1;0
0;109;10;20;0;6;0
83000;97;29;76;1;6;0
77693;65;30;15;0;7;0
62902;69;14;94;0;2;1
0;70;5;70;2;1;0
43386;111;17;35;0;1;0
29120;72;31;77;0;3;0
48893;110;9;26;0;3;0
92931;146;6;38;0;7;0
15462;115;34;18;0;1;0
0;62;1;64;0;3;0
70088;112;0;33;0;1;0
25558;63;31;11;0;1;0
0;112;12;93;0;3;1
0;134;24;51;0;3;0
36328;155;6;21;0;4;0
32948;127;20;46;1;2;0
69114;103;9;68;0;4;0
45302;133;4;34;0;2;0
0;88;28;23;0;4;0
53173;112;30;57;0;4;0
23904;123;1;67;3;1;1
63774;111;18;63;0;1;1
67544;116;2;15;0;3;0
26691;65;7;51;0;1;0
0;62;3;44;0;2;0
58089;118;31;83;0;1;1
0;136;30;75;0;2;0
99583;64;35;85;0;2;0
0;68;28;65;0;1;0
24410;73;5;51;0;2;0
68956;118;12;8;2;2;0
0;73;29;82;0;1;0
20588;113;6;86;0;7;0
37840;90;31;9;0;4;0
43440;74;13;52;0;7;0
83195;73;18;36;1;1;0
0;70;18;74;0;3;0
43209;110;12;16;0;1;0
37308;115;2;51;0;1;0
22239;62;34;85;0;1;0
66106;95;10;25;1;4;0
97065;117;10;0;0;1;0
24910;69;12;79;0;3;0
49414;68;8;82;5;6;0
61148;132;28;25;0;2;0
52494;119;5;69;0;7;0
20538;104;25;64;0;7;0
0;89;35;22;0;2;0
73716;103;2;91;0;2;0
26790;71;4;41;0;1;1
0;65;31;52;0;1;0
53252;117;1;76;0;1;0
24164;137;2;40;0;5;1
20090;109;10;59;0;2;1
81721;63;11;5;0;1;0
18495;113;10;15;0;2;1
42314;80;23;78;0;3;0
89892;135;9;6;0;9;0
0;92;33;41;1;1;0
0;117;18;84;4;8;0
21576;65;27;16;0;3;0
10312;78;10;63;0;1;1
50632;62;26;42;0;1;0
0;139;5;29;0;1;0
97917;67;14;32;5;3;0
28280;116;7;55;0;9;0
86195;139;12;10;0;3;0
89797;106;19;8;0;1;0
0;63;16;5;0;5;0
0;192;1;27;0;1;0
33635;240;1;23;0;2;0
29790;194;25;49;0;3;0
44656;70;2;80;0;2;0
40870;105;3;56;0;2;1
0;117;8;64;0;1;0
28363;133;0;35;0;3;0
94508;88;27;54;0;3;0
0;64;24;73;0;2;0
0;124;13;1;0;2;0
0;77;10;36;1;2;0
0;116;10;99;0;3;0
18017;114;23;54;0;9;0
0;117;15;68;0;2;0
63741;91;25;15;0;6;0
57078;113;26;13;1;8;0
0;67;21;28;0;1;0
25239;100;30;59;0;7;0
29227;74;0;83;0;7;0
60021;99;12;28;0;1;1
0;73;23;59;0;1;0
83208;68;10;93;0;4;0
25983;90;32;43;0;2;0
25965;65;23;27;0;1;1
22679;72;25;32;0;4;0
41186;70;15;29;4;3;0
0;67;7;4;0;2;0
29070;61;8;99;2;3;0
0;63;13;49;0;7;0
33485;63;6;41;0;1;0
58206;64;2;56;0;3;0
87492;62;15;69;0;1;0
0;98;29;37;0;1;0
20757;102;6;74;3;9;0
23449;61;33;2;0;8;0
0;192;35;34;0;2;0
60455;104;20;25;0;2;0
0;89;12;73;4;1;0
53588;77;10;71;0;1;0
40870;105;3;56;0;2;1
0;71;11;68;0;1;0
0;129;2;69;0;2;0
45128;72;13;34;0;1;0
90874;137;18;28;4;3;0
52823;95;7;15;0;5;0
26784;67;14;82;0;8;0
22354;118;27;9;0;2;0
54420;80;27;0;0;1;0
50800;112;1;45;0;2;0
0;87;12;12;1;2;0
84583;65;6;50;0;2;0
33701;88;14;22;3;1;0
0;63;21;27;0;4;0
68931;66;32;30;0;7;1
0;105;1;37;0;4;0
0;115;22;15;1;2;0
29318;198;29;96;5;1;0
41503;73;28;69;0;2;0
0;126;16;69;0;8;0
0;69;9;68;0;1;0
25905;63;21;12;0;1;1
0;116;18;86;0;1;0
40046;73;10;51;0;1;0
58577;110;6;62;0;1;1
70129;103;24;57;1;1;0
91268;229;32;62;0;5;0
12902;139;3;51;0;1;1
62053;134;3;89;0;5;0
30389;73;34;66;0;4;0
15585;65;22;24;0;1;0
23091;96;28;90;5;5;1
22571;63;29;51;0;9;1
0;61;0;62;0;1;0
0;82;14;56;3;1;0
73976;73;27;84;0;3;0
30814;87;8;96;0;3;0
80681;74;31;12;0;1;0
60934;82;15;64;0;1;0
0;62;19;3;2;2;0
80797;64;21;47;0;9;0
89410;74;11;50;0;1;0
52728;127;34;34;1;1;0
43199;61;23;31;0;3;0
43510;83;8;75;0;1;0
28909;66;15;66;0;8;1
0;122;15;47;0;9;1
71176;91;3;62;2;1;0
84429;123;11;2;0;6;0
61613;61;6;20;1;9;0
68370;80;0;45;0;1;0
52389;72;29;8;1;9;0
64478;103;30;92;0;1;0
59207;116;23;21;0;2;1
17162;96;15;29;0;1;0
0;101;1;83;4;1;1
14973;115;2;75;0;2;1
56342;69;12;89;0;1;1
73054;106;34;36;1;2;1
21586;106;6;5;0;1;0
0;117;11;63;0;5;0
24193;185;26;79;0;2;0
84815;68;9;37;0;2;0
18495;113;10;15;0;2;1
36554;70;6;62;1;2;0
0;68;3;36;0;9;0
99845;110;23;25;1;8;1
0;69;13;90;0;3;0
10853;104;11;18;0;1;0
23749;77;20;6;0;4;0
0;69;18;71;2;2;0
0;88;29;19;0;1;0
92783;61;1;47;0;6;0
83502;68;25;36;0;1;0
83846;74;22;94;3;2;1
18606;110;12;45;1;1;0
72191;68;19;48;0;2;0
57733;66;24;66;0;5;0
63688;99;28;93;0;6;0
55855;79;10;71;0;1;0
60021;99;12;28;0;1;1
0;73;17;44;0;7;1
74300;122;23;38;0;2;0
0;96;6;8;0;1;0
51747;71;8;71;0;2;0
28887;73;16;15;2;1;0
0;189;24;93;0;6;0
0;68;0;93;3;5;0
43540;70;29;60;0;1;0
96961;64;24;99;0;2;0
32799;104;7;27;0;3;0
0;101;12;38;0;1;0
72540;88;7;3;0;2;1
35173;180;24;9;2;1;0
65431;69;7;90;0;1;0
0;100;20;48;0;6;0
0;72;23;7;0;3;0
0;84;35;42;0;2;0
40672;121;28;99;0;3;0
52583;113;12;59;0;7;1
64816;69;30;33;0;7;0
36685;74;15;25;0;5;0
0;136;20;98;3;6;0
77143;125;5;49;3;2;0
60942;64;11;56;0;1;0
0;61;12;77;0;2;0
21514;62;0;59;0;2;1
25927;103;6;20;0;1;1
25965;65;23;27;0;1;1
27688;92;8;86;0;9;0
75490;97;33;20;0;7;0
33871;136;2;23;0;2;0
0;65;27;37;2;1;0
85470;109;23;31;0;6;0
97095;70;4;8;0;5;0
73604;114;15;89;0;1;0
0;112;13;33;0;1;0
40646;103;22;6;0;8;0
74454;71;25;29;0;3;1
18168;87;25;50;0;1;0
0;89;4;86;0;7;0
0;66;4;6;2;2;0
43597;110;20;24;0;6;0
0;140;15;87;0;1;0
66825;69;11;47;0;2;0
0;62;1;9;5;2;0
0;74;13;42;1;1;0
22448;126;20;32;0;2;0
42596;96;8;82;0;2;0
0;70;3;35;0;5;0
97868;70;5;22;1;3;0
92921;112;35;49;0;1;0
41372;64;21;32;0;1;0
26660;63;23;40;0;8;0
58851;79;11;33;1;2;0
95697;107;29;29;0;9;1
0;112;16;12;0;1;0
0;84;4;52;1;4;0
81741;64;10;94;0;8;0
48295;63;25;96;0;8;0
65538;72;24;86;0;3;0
53997;69;26;3;0;3;0
93272;95;3;54;0;1;1
68899;74;6;60;0;1;0
0;67;20;14;0;2;0
0;97;31;43;0;7;0
54950;103;25;75;0;7;0
96306;95;12;17;1;6;1
70342;96;3;99;1;1;0
72421;65;8;23;0;1;1
0;132;5;88;3;1;0
77748;72;1;51;0;1;0
19096;64;17;5;0;3;0
73876;112;19;71;0;8;0
0;237;1;29;0;5;0
20742;100;17;52;0;2;0
44804;114;15;13;0;1;0
52993;64;16;86;0;2;0
49185;61;11;92;0;8;0
69240;194;16;29;0;2;0
26877;131;5;2;0;1;0
82828;67;14;36;1;2;0
99824;63;1;56;0;1;0
30352;89;21;13;0;2;0
0;69;7;68;0;1;0
27681;83;13;62;0;9;1
85478;103;29;15;0;6;0
94310;70;1;76;4;1;0
13663;97;1;66;0;2;1
10384;151;5;72;0;5;0
17272;93;30;58;0;1;0
64367;104;2;14;0;9;0
47519;96;21;2;0;4;0
26263;85;11;31;0;2;0
0;63;30;34;0;2;0
0;93;2;70;0;9;0
77309;83;22;6;0;1;0
50876;61;13;60;0;1;0
20284;65;14;84;1;3;0
22567;69;6;12;0;1;0
63546;64;1;53;0;1;0
0;89;0;12;0;5;0
28137;65;23;2;0;1;0
22608;77;5;10;0;1;0
92296;69;4;65;0;1;1
0;69;9;72;5;3;0
12430;73;22;13;0;4;1
0;116;19;99;0;1;0
50470;71;1;87;0;8;0
44788;61;6;48;0;2;0
52423;119;2;80;1;2;0
29696;139;17;41;0;3;0
26884;89;11;84;0;1;0
64388;69;12;51;0;1;0
0;61;13;37;0;2;0
34498;83;30;72;0;7;0
73060;108;9;78;0;2;0
0;63;8;83;0;1;0
61337;105;35;46;0;9;0
0;73;28;8;0;3;0
59496;88;22;64;0;1;0
0;180;4;45;0;6;0
37813;78;4;26;1;5;0
55907;104;23;64;0;2;0
80480;72;6;55;0;7;0
72734;66;7;96;0;2;0
0;72;27;60;0;1;0
36548;76;10;95;0;1;0
62113;104;1;0;0;1;0
0;67;7;75;0;5;0
41252;109;25;31;0;1;0
61139;76;4;16;0;4;0
26744;68;16;61;0;1;0
0;132;17;34;0;3;0
74640;66;0;44;0;2;0
88126;64;27;71;1;1;0
55005;70;31;39;1;1;0
33190;123;1;95;0;4;0
0;71;4;64;4;2;0
0;117;0;42;0;1;0
0;97;31;34;2;9;0
0;64;0;8;1;1;0
25226;71;13;97;1;4;0
63398;83;29;46;0;1;0
30092;108;33;90;0;9;0
37876;69;13;15;0;1;0
12201;84;14;63;0;4;0
37970;115;8;44;0;3;0
28898;67;15;85;0;1;0
23845;61;33;34;0;1;0
62810;187;14;22;1;1;0
65773;89;24;35;4;1;0
0;69;1;25;0;4;0
0;86;29;45;0;2;0
0;95;14;15;1;1;0
41479;94;14;38;1;1;0
72433;126;34;48;0;1;0
74586;103;14;19;0;2;0
0;234;11;26;0;7;0
67326;69;17;32;0;2;0
25285;114;12;84;0;2;0
15871;89;20;19;0;4;0
38795;82;30;41;1;3;0
24882;72;13;20;0;8;0
33169;128;33;14;0;1;0
86305;62;1;99;0;5;0
0;112;31;21;0;1;0
32210;103;16;97;0;1;0
69090;139;24;11;0;5;0
0;63;23;88;0;3;0
83308;73;3;81;1;7;0
39034;68;10;55;0;2;0
46750;82;20;74;1;3;0
39786;91;2;91;1;9;0
56788;108;22;34;5;7;0
90156;114;16;6;0;1;0
63867;89;21;4;1;3;0
83413;118;0;1;0;1;0
0;118;2;48;0;1;0
36116;171;27;33;2;2;0
56342;69;12;89;0;1;0
55542;117;1;76;0;5;0
58466;66;7;79;1;2;0
12964;65;2;37;0;4;0
43412;94;33;38;0;1;0
82611;74;23;87;1;1;0
28915;76;10;49;0;2;0
0;207;13;68;0;6;0
0;70;19;27;0;1;0
91774;81;4;21;0;1;0
27972;61;7;38;0;1;0
0;96;11;16;0;2;0
0;122;22;14;2;9;0
