Customer Lifetime Value;Coverage;Education;EmploymentStatus;Gender;Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
2764.032126;Basic;High School or Below;Employed;F;33837;72;29;54;4;1;No
6183.111464;Extended;Bachelor;Disabled;M;23712;85;2;20;0;3;No
3873.647046;Basic;College;Retired;M;28142;105;18;50;0;1;No
18929.3306;Basic;Master;Employed;F;72196;68;8;61;0;2;No
5553.295758;Basic;Master;Employed;M;68197;69;1;81;0;3;No
5011.259184;Basic;Bachelor;Employed;M;75248;63;13;71;0;5;No
10442.44633;Extended;College;Unemployed;F;0;98;9;50;0;2;No
2199.61781;Basic;Bachelor;Unemployed;M;0;65;5;19;1;1;No
8709.845263;Premium;Bachelor;Employed;F;41546;111;4;47;0;3;No
7484.310483;Extended;High School or Below;Employed;M;46998;96;13;98;0;6;No
2613.023132;Basic;Bachelor;Employed;M;57099;67;20;37;0;1;No
9080.639651;Basic;Bachelor;Employed;F;33897;114;15;67;0;8;No
13770.97618;Premium;High School or Below;Employed;F;59207;116;23;21;0;2;No
2876.822941;Basic;High School or Below;Employed;M;40171;73;8;78;0;1;No
5548.031892;Basic;Bachelor;Employed;M;67798;69;1;78;0;9;No
5097.526248;Extended;Bachelor;Medical Leave;F;21665;136;0;25;0;1;No
24143.87556;Extended;College;Unemployed;M;0;87;9;75;0;2;No
3538.059456;Basic;College;Unemployed;F;0;67;12;67;5;7;No
29091.23936;Extended;Bachelor;Employed;F;34226;244;29;22;0;2;No
19834.20115;Extended;High School or Below;Employed;F;65989;123;4;43;1;2;No
4731.366975;Basic;High School or Below;Employed;M;30686;61;22;45;0;3;No
35537.846;Basic;Master;Unemployed;F;0;113;15;6;0;2;No
34611.37896;Basic;High School or Below;Employed;F;20090;109;10;59;0;2;No
20216.30883;Basic;High School or Below;Unemployed;M;0;183;6;16;0;2;No
13976.51925;Premium;College;Employed;M;77094;176;25;29;0;5;No
5904.088162;Basic;College;Employed;F;97413;73;21;80;0;6;No
5595.835041;Basic;Master;Employed;F;79189;69;6;97;0;4;No
2294.303629;Basic;High School or Below;Unemployed;F;0;62;5;31;0;1;No
6273.911874;Extended;College;Retired;F;18577;86;21;76;0;6;No
3726.727996;Basic;College;Unemployed;F;0;112;7;34;1;1;No
5285.118669;Basic;Bachelor;Employed;M;40783;67;13;43;1;9;No
5110.680779;Basic;Bachelor;Unemployed;M;0;74;34;51;0;4;No
7126.596501;Basic;College;Medical Leave;M;17483;183;24;63;0;1;No
4601.634099;Basic;Master;Employed;M;84394;114;9;38;0;1;No
9155.239699;Extended;College;Unemployed;M;0;127;3;93;0;3;No
14808.05624;Basic;College;Employed;F;41440;62;20;80;1;2;No
8901.678357;Extended;High School or Below;Unemployed;M;0;136;14;69;1;8;No
5734.598243;Basic;College;Employed;F;98132;71;10;61;0;3;No
4177.696973;Premium;High School or Below;Unemployed;F;0;112;4;49;0;1;No
27776.28906;Extended;Bachelor;Employed;M;88220;230;28;63;0;2;No
10364.34749;Extended;Master;Employed;F;58327;129;31;5;0;3;No
7851.901368;Basic;Master;Employed;M;25950;66;27;1;0;2;No
4772.943848;Extended;High School or Below;Retired;M;20993;133;35;90;0;1;No
14226.50485;Premium;High School or Below;Employed;M;65726;177;35;90;0;7;No
4031.104947;Basic;College;Unemployed;M;0;63;35;59;3;3;No
2794.907476;Basic;College;Employed;F;39783;72;28;43;0;1;No
4362.931238;Premium;College;Employed;M;58842;110;6;74;0;1;No
9624.524417;Extended;Master;Employed;F;25629;124;3;70;2;6;No
5015.009472;Extended;Bachelor;Employed;F;48567;130;12;15;0;1;No
6948.422239;Basic;Doctor;Unemployed;M;0;196;0;73;2;1;No
2896.918767;Basic;College;Employed;F;33746;74;1;6;1;1;No
21903.91364;Extended;Bachelor;Employed;F;22254;79;22;75;0;2;No
9028.821403;Basic;High School or Below;Employed;M;65974;113;3;43;0;3;No
5303.759534;Extended;College;Unemployed;F;0;76;18;63;0;3;No
4165.354461;Premium;College;Medical Leave;M;17161;113;1;22;1;1;No
5123.768112;Basic;High School or Below;Unemployed;M;0;74;1;62;0;7;No
9492.342964;Extended;College;Unemployed;M;0;132;9;85;0;6;No
8204.863191;Basic;High School or Below;Unemployed;F;0;73;9;14;0;2;No
9877.295699;Extended;College;Employed;F;67752;131;4;40;4;9;No
4815.009736;Basic;Bachelor;Disabled;F;25398;64;30;80;0;6;No
6277.011679;Extended;High School or Below;Unemployed;M;0;88;30;19;0;4;No
8260.639809;Basic;High School or Below;Employed;M;33321;105;6;2;0;3;No
2549.450038;Extended;Bachelor;Unemployed;M;0;78;13;32;0;1;No
4502.679656;Basic;Bachelor;Employed;M;68798;114;19;69;0;1;No
3803.921781;Basic;Bachelor;Medical Leave;F;20325;100;4;6;0;1;No
8635.4035;Basic;Bachelor;Medical Leave;M;13129;117;15;93;0;6;No
5510.558964;Basic;High School or Below;Unemployed;F;0;73;24;57;0;4;No
3585.884123;Extended;Master;Employed;M;49080;91;14;68;0;1;No
4889.25278;Basic;College;Employed;M;42536;63;30;57;0;6;No
2756.941661;Basic;Bachelor;Medical Leave;M;29926;74;25;34;0;1;No
3289.547398;Extended;Doctor;Unemployed;M;0;86;5;55;0;1;No
10937.1785;Extended;Bachelor;Employed;F;21450;138;15;35;0;4;No
7375.567916;Basic;High School or Below;Employed;M;33345;65;32;52;0;2;No
10110.77818;Extended;Bachelor;Medical Leave;F;15752;90;27;37;0;2;No
5119.414293;Basic;High School or Below;Employed;F;40169;65;1;47;1;3;No
8533.832013;Basic;College;Disabled;F;26049;113;10;15;1;9;No
2224.768;Basic;College;Unemployed;M;0;68;3;4;0;1;No
8042.803784;Basic;Doctor;Employed;M;55411;100;24;53;0;4;No
2554.437138;Basic;College;Medical Leave;M;12459;70;4;41;0;1;No
18073.93999;Extended;Bachelor;Employed;M;64620;76;24;32;1;2;No
2430.506586;Basic;Bachelor;Employed;M;83140;61;25;70;0;1;No
3167.658442;Extended;Bachelor;Unemployed;F;0;92;20;50;0;1;No
5465.603983;Basic;Bachelor;Employed;F;54422;68;9;8;0;5;No
10357.51422;Extended;College;Employed;M;68309;131;4;67;0;9;No
2537.813878;Basic;High School or Below;Employed;M;56621;65;27;36;2;1;No
2821.947219;Basic;College;Employed;F;38977;70;27;22;0;1;No
7757.128146;Premium;Bachelor;Unemployed;M;0;111;32;13;0;3;No
4079.132667;Premium;High School or Below;Unemployed;M;0;114;12;43;0;1;No
5955.544552;Extended;College;Unemployed;F;0;83;35;87;0;8;No
14158.61364;Basic;Bachelor;Employed;F;83235;70;16;33;0;2;No
8487.238032;Basic;College;Unemployed;M;0;74;7;93;0;2;No
6285.476868;Extended;College;Employed;M;32390;80;20;36;0;8;No
11473.48149;Extended;High School or Below;Employed;F;66538;95;14;64;0;2;No
2310.882998;Basic;Bachelor;Unemployed;F;0;64;12;24;0;1;No
23594.6802;Basic;Bachelor;Employed;M;76358;66;25;3;0;2;No
2514.59196;Basic;High School or Below;Employed;F;43860;65;15;58;0;1;No
5380.898636;Basic;College;Employed;F;55350;67;0;13;0;9;No
4770.550911;Basic;College;Medical Leave;F;12964;65;2;37;0;4;No
6756.651404;Extended;Master;Employed;F;33288;86;1;27;2;9;No
5936.011773;Extended;College;Unemployed;F;0;84;31;25;0;3;No
3570.760509;Extended;Bachelor;Employed;F;56168;88;13;20;0;1;No
6019.960469;Extended;College;Unemployed;M;0;92;3;28;0;4;No
5426.863953;Basic;High School or Below;Employed;M;23105;69;15;21;0;3;No
2730.313804;Basic;Master;Employed;F;36218;68;6;83;0;1;No
4982.681374;Basic;High School or Below;Employed;F;52275;62;6;88;0;5;No
8769.266756;Basic;College;Employed;F;49665;74;5;51;0;2;No
4220.613534;Premium;High School or Below;Employed;M;32471;110;0;87;0;1;No
11537.50507;Extended;High School or Below;Unemployed;M;0;86;12;89;1;2;No
5887.182043;Basic;Master;Employed;F;62773;73;19;57;0;9;No
4700.583771;Basic;College;Employed;F;76694;117;34;23;0;1;No
10963.95723;Premium;High School or Below;Employed;M;55687;276;33;91;0;1;No
2523.171245;Basic;High School or Below;Unemployed;F;0;70;20;81;0;1;No
3757.804716;Extended;Doctor;Employed;M;36633;96;20;61;1;1;No
12941.73353;Basic;High School or Below;Employed;M;77060;106;23;90;0;2;No
3764.465074;Extended;Bachelor;Employed;F;92600;94;9;48;0;1;No
6889.557028;Basic;High School or Below;Unemployed;M;0;66;2;75;0;2;No
3623.454198;Basic;College;Unemployed;M;0;111;6;24;2;1;No
7582.113842;Basic;College;Employed;M;64801;64;23;19;0;2;No
8277.74558;Premium;College;Employed;F;45257;103;33;90;0;4;No
2576.455597;Basic;High School or Below;Medical Leave;M;26854;66;31;70;0;1;No
8205.387936;Basic;College;Employed;F;85840;102;14;79;2;4;No
19582.46887;Basic;Doctor;Medical Leave;F;26463;72;28;93;0;2;No
6481.526576;Extended;Bachelor;Employed;F;30689;81;23;51;0;5;No
2599.310879;Basic;High School or Below;Employed;M;29590;66;17;18;0;1;No
9830.337629;Premium;College;Employed;F;25965;253;15;59;0;1;No
10442.65139;Extended;Bachelor;Medical Leave;M;17269;139;3;31;0;5;No
36057.53702;Extended;College;Employed;M;90330;137;0;86;3;2;No
8470.036773;Basic;High School or Below;Unemployed;F;0;113;34;5;0;8;No
8278.786492;Premium;High School or Below;Unemployed;F;0;110;20;66;0;7;No
4788.932598;Basic;High School or Below;Unemployed;F;0;67;2;49;1;3;No
3087.999917;Extended;Bachelor;Disabled;F;18558;80;17;23;0;1;No
4443.736209;Premium;Bachelor;Employed;M;46384;113;33;93;0;1;No
7984.086473;Basic;High School or Below;Unemployed;F;0;72;1;77;0;2;No
7180.971028;Basic;College;Employed;F;42303;180;24;66;0;1;No
15656.03434;Extended;Bachelor;Employed;F;71731;130;12;50;0;2;No
5780.182197;Basic;High School or Below;Employed;M;51066;74;23;0;0;8;No
20714.94043;Extended;College;Unemployed;M;0;203;20;66;0;2;No
5337.352409;Extended;Bachelor;Unemployed;F;0;86;19;93;3;5;No
5050.826183;Basic;College;Unemployed;M;0;69;16;45;0;6;No
5116.624022;Basic;High School or Below;Employed;F;26173;68;2;10;1;9;No
7268.736958;Basic;Bachelor;Employed;M;24445;63;18;15;0;2;No
2616.613903;Basic;College;Employed;M;72302;66;6;27;0;1;No
3738.436222;Basic;High School or Below;Retired;M;27208;102;10;65;0;1;No
2725.356404;Basic;Master;Employed;F;36650;69;2;70;1;1;No
5453.861203;Basic;College;Employed;M;30855;68;7;15;0;7;No
6846.150323;Extended;Bachelor;Unemployed;F;0;95;13;20;0;5;No
6172.914199;Extended;Master;Employed;M;99960;76;19;83;0;4;No
10346.32454;Extended;Bachelor;Unemployed;F;0;98;1;15;0;2;No
6997.008618;Extended;Bachelor;Employed;F;55873;88;30;19;0;6;No
4196.257691;Premium;High School or Below;Medical Leave;F;18052;111;5;71;0;1;No
7858.109763;Basic;High School or Below;Employed;F;28937;104;28;23;2;6;No
6064.343994;Extended;High School or Below;Unemployed;F;0;86;34;80;0;5;No
17497.52201;Basic;College;Unemployed;M;0;73;9;94;0;2;No
8970.647312;Basic;Doctor;Medical Leave;M;12829;118;33;1;0;9;No
5923.117229;Basic;Master;Employed;F;92163;73;3;79;0;6;No
35850.59935;Basic;High School or Below;Disabled;M;17588;192;24;92;0;2;No
4331.460674;Basic;High School or Below;Employed;F;82302;106;11;92;0;1;No
13309.33517;Extended;College;Unemployed;M;0;127;19;40;0;2;No
4528.50489;Premium;High School or Below;Employed;M;70340;113;5;56;0;1;No
2791.906514;Basic;High School or Below;Unemployed;F;0;74;35;59;0;1;No
8092.87696;Basic;College;Employed;M;50825;102;3;46;0;3;No
7996.00748;Extended;College;Employed;M;93459;99;9;85;0;5;No
5129.738992;Basic;Bachelor;Employed;M;86148;65;19;51;2;4;No
5697.175238;Basic;Bachelor;Employed;F;27048;72;5;85;0;4;No
9217.130629;Basic;College;Employed;F;73259;115;7;31;0;4;No
10208.92761;Extended;College;Employed;F;35482;129;21;59;0;3;No
4170.687348;Basic;Master;Employed;F;29462;107;28;23;1;1;No
4505.405812;Basic;College;Employed;F;67801;115;12;45;1;1;No
3107.568648;Extended;High School or Below;Unemployed;M;0;94;34;59;4;1;No
5528.664986;Basic;High School or Below;Medical Leave;M;16042;73;33;58;0;9;No
5045.866663;Basic;High School or Below;Employed;M;28056;64;32;41;1;8;No
2962.722482;Extended;High School or Below;Medical Leave;M;16495;85;25;75;3;1;No
8665.956372;Basic;Master;Employed;F;41163;108;11;66;0;3;No
11413.44115;Premium;College;Unemployed;F;0;161;3;71;1;9;No
15488.43196;Basic;Bachelor;Employed;M;33799;109;28;52;3;2;No
6048.574243;Basic;College;Unemployed;F;0;61;17;71;3;2;No
5934.741492;Premium;Bachelor;Employed;F;87747;147;3;87;1;1;No
3543.232138;Extended;College;Employed;M;35695;90;2;7;0;1;No
3490.028304;Extended;Master;Employed;M;90985;87;33;39;0;1;No
3683.099864;Basic;College;Unemployed;F;0;101;19;16;0;1;No
5989.773931;Premium;College;Employed;M;66839;154;33;24;0;1;No
12500.84302;Premium;High School or Below;Unemployed;F;0;165;16;43;0;3;No
8609.158215;Basic;Bachelor;Employed;F;79090;107;2;74;0;3;No
2497.45507;Basic;Bachelor;Employed;M;24825;64;34;44;0;1;No
7019.177186;Basic;College;Retired;M;26806;63;32;19;0;2;No
5387.926265;Basic;College;Employed;F;56835;67;25;16;0;3;No
6165.557517;Extended;Bachelor;Unemployed;F;0;88;12;54;0;6;No
2730.20294;Basic;Bachelor;Employed;M;46135;69;12;68;0;1;No
5162.116944;Basic;Bachelor;Unemployed;F;0;73;21;87;0;4;No
7937.064822;Basic;High School or Below;Employed;F;22862;67;9;40;0;2;No
8608.157233;Basic;High School or Below;Employed;F;21450;110;8;80;2;3;No
2632.545795;Basic;Bachelor;Employed;M;95854;65;16;78;0;1;No
7785.004214;Extended;Bachelor;Employed;F;44897;99;22;46;1;7;No
8255.76385;Basic;High School or Below;Employed;F;54040;103;14;88;0;4;No
4980.825042;Basic;Master;Employed;F;53265;62;12;27;0;3;No
7457.237794;Basic;High School or Below;Unemployed;F;0;198;18;55;1;1;No
12302.76244;Basic;Bachelor;Employed;F;43817;62;25;12;1;2;No
6862.508337;Extended;High School or Below;Employed;F;54780;88;22;72;3;5;No
9048.983447;Basic;High School or Below;Unemployed;M;0;119;9;8;0;3;No
5548.031892;Basic;Bachelor;Employed;M;67798;69;1;78;0;9;No
8312.681598;Basic;Bachelor;Retired;M;21442;118;32;84;0;3;No
2389.980951;Basic;Bachelor;Employed;M;27615;62;19;18;1;1;No
4458.113369;Basic;Bachelor;Retired;M;17622;65;1;36;1;3;No
5295.741716;Extended;High School or Below;Employed;M;50200;135;23;98;0;1;No
3839.606117;Basic;Doctor;Unemployed;F;0;112;3;51;2;1;No
3731.504584;Extended;High School or Below;Unemployed;F;0;96;31;34;0;1;No
2778.903705;Basic;Master;Employed;F;73570;70;0;46;1;1;No
4016.541995;Basic;High School or Below;Unemployed;F;0;111;4;85;0;1;No
8236.917193;Premium;High School or Below;Unemployed;F;0;106;11;15;0;6;No
2491.317024;Basic;Doctor;Employed;M;36631;62;30;77;0;1;No
2908.875917;Basic;College;Employed;F;35895;73;11;51;0;1;No
4282.947971;Basic;College;Employed;F;40864;109;16;70;1;1;No
8341.623748;Premium;College;Unemployed;M;0;118;15;77;0;4;No
5090.781344;Basic;Master;Employed;F;93018;63;5;90;0;3;No
7366.1883;Basic;Bachelor;Employed;M;70014;62;6;4;0;2;No
2436.875126;Basic;College;Employed;F;48875;61;20;9;0;1;No
8852.688689;Basic;Bachelor;Employed;M;67969;74;11;14;0;2;No
23875.47675;Basic;High School or Below;Unemployed;F;0;108;8;55;0;2;No
5600.496541;Basic;Doctor;Employed;F;68665;69;33;67;0;7;No
4636.54647;Basic;College;Retired;M;26802;66;7;43;1;5;No
7573.345057;Premium;High School or Below;Unemployed;M;0;110;6;37;0;6;No
14696.63549;Extended;College;Employed;M;45345;125;0;73;0;2;No
12298.6863;Basic;High School or Below;Medical Leave;M;17101;113;1;88;0;2;No
7724.840065;Premium;Bachelor;Employed;F;32051;193;4;40;1;1;No
5946.670679;Basic;Master;Employed;M;81139;74;22;69;0;3;No
8000.545061;Basic;Master;Employed;F;63834;100;23;19;1;3;No
6457.560953;Extended;Bachelor;Employed;M;37548;81;12;9;0;3;No
7281.44014;Basic;High School or Below;Unemployed;F;0;69;28;28;3;2;No
2592.437797;Basic;High School or Below;Employed;M;72421;65;8;23;0;1;No
4678.423394;Premium;Master;Employed;M;83102;116;15;35;0;1;No
13869.92705;Basic;College;Employed;M;28432;118;1;59;0;2;No
8717.777831;Premium;Master;Employed;F;83707;108;2;72;0;7;No
5233.986808;Basic;College;Employed;F;63259;65;25;14;0;7;No
4764.189722;Basic;High School or Below;Unemployed;F;0;67;18;73;0;8;No
2472.469209;Basic;College;Employed;F;63860;62;26;81;0;1;No
5608.316348;Basic;High School or Below;Employed;M;67176;72;20;90;0;9;No
5505.057003;Basic;College;Employed;F;86132;68;30;10;0;3;No
2606.208503;Basic;Bachelor;Employed;F;28519;66;1;56;0;1;No
10481.94383;Extended;High School or Below;Employed;F;39102;88;11;98;0;2;No
3256.766388;Extended;Bachelor;Unemployed;F;0;89;17;56;0;1;No
30475.78048;Extended;College;Employed;F;97298;128;16;38;0;2;No
6364.902164;Extended;High School or Below;Employed;M;41986;84;25;31;2;5;No
9468.509337;Extended;High School or Below;Unemployed;M;0;88;6;47;0;2;No
5631.451866;Basic;College;Medical Leave;F;17291;73;3;25;0;5;No
7780.999262;Basic;Bachelor;Unemployed;M;0;74;0;52;0;2;No
9816.528302;Basic;College;Employed;M;37256;62;15;7;0;2;No
7519.133631;Extended;High School or Below;Employed;M;96306;95;12;17;1;6;No
10179.71704;Premium;Bachelor;Retired;F;14290;271;20;40;0;1;No
2772.839235;Basic;College;Employed;F;37038;71;6;97;1;1;No
4037.501846;Basic;College;Employed;M;90760;103;5;7;2;1;No
21435.87782;Basic;High School or Below;Employed;F;20668;188;34;54;3;2;No
2676.867914;Basic;High School or Below;Employed;F;54480;67;19;91;0;1;No
2523.959554;Basic;College;Medical Leave;M;16244;68;4;85;0;1;No
6988.401604;Extended;College;Employed;F;22436;89;24;21;0;3;No
2695.963857;Basic;Bachelor;Employed;F;25544;68;18;30;0;1;No
2673.319593;Basic;Master;Employed;M;28728;67;8;10;0;1;No
12157.32992;Premium;High School or Below;Employed;M;57449;103;6;28;0;2;No
2957.764017;Basic;Doctor;Employed;F;83318;73;21;42;0;1;No
7433.820995;Basic;High School or Below;Employed;M;55561;63;2;79;0;2;No
3099.538005;Basic;Bachelor;Unemployed;M;0;102;18;32;5;1;No
8415.684559;Basic;Bachelor;Employed;M;55308;107;17;74;0;6;No
26843.12452;Extended;College;Employed;F;36068;97;0;10;0;2;No
13057.17071;Premium;Bachelor;Employed;M;48804;112;1;4;1;2;No
9599.950239;Extended;College;Unemployed;M;0;131;6;52;0;6;No
8535.108918;Basic;Bachelor;Employed;M;55790;111;4;40;0;9;No
8293.481886;Basic;Bachelor;Employed;F;70258;69;20;65;0;2;No
6846.150323;Extended;Bachelor;Unemployed;F;0;95;13;20;0;5;No
6636.859781;Extended;Bachelor;Employed;F;47274;83;32;26;1;5;No
5802.83547;Extended;College;Unemployed;F;0;78;27;10;0;8;No
5077.320916;Basic;High School or Below;Unemployed;M;0;73;26;84;0;3;No
12427.39371;Premium;Master;Medical Leave;F;15818;107;24;99;0;2;No
10990.59477;Extended;College;Employed;F;44552;137;7;42;0;3;No
3435.25008;Extended;Bachelor;Employed;F;64348;86;25;18;0;1;No
6624.61183;Basic;Bachelor;Unemployed;M;0;62;27;53;0;2;No
5757.442258;Basic;Master;Employed;M;88997;72;9;71;0;3;No
2691.568951;Basic;College;Employed;F;77411;67;30;63;0;1;No
2886.451602;Extended;High School or Below;Retired;F;10312;78;10;63;0;1;No
5341.438779;Basic;High School or Below;Unemployed;F;0;72;4;11;1;7;No
4160.018087;Basic;High School or Below;Employed;F;96263;103;5;5;0;1;No
2846.24535;Basic;College;Employed;F;28919;72;18;11;0;1;No
4770.256564;Basic;College;Unemployed;F;0;68;2;28;1;4;No
5059.616223;Basic;Bachelor;Employed;M;41869;64;5;52;0;6;No
9095.744565;Extended;High School or Below;Unemployed;F;0;128;5;76;0;8;No
2688.863963;Basic;High School or Below;Employed;F;32808;68;1;88;1;1;No
8277.637562;Basic;Bachelor;Employed;F;79780;68;11;58;0;2;No
9057.935331;Basic;College;Employed;F;91025;112;26;37;0;9;No
3801.750407;Extended;High School or Below;Employed;F;33043;95;15;90;0;1;No
9339.341599;Premium;High School or Below;Employed;M;69442;118;26;6;3;3;No
2520.12318;Basic;College;Unemployed;M;0;70;18;47;0;1;No
4984.095342;Basic;College;Unemployed;F;0;70;25;48;0;9;No
2595.747991;Basic;Bachelor;Employed;F;47234;65;11;34;0;1;No
7437.693335;Extended;High School or Below;Employed;M;86863;92;27;26;0;3;No
14536.78759;Basic;Bachelor;Employed;M;25805;66;25;0;2;2;No
5913.305869;Extended;Bachelor;Employed;M;43676;76;19;7;0;3;No
2771.663013;Basic;College;Employed;M;59855;74;30;82;4;1;No
29194.36639;Extended;Master;Employed;M;35296;126;19;11;0;2;No
9880.38582;Extended;Master;Employed;F;36576;125;11;73;1;3;No
15114.40241;Basic;High School or Below;Medical Leave;F;28513;100;4;22;1;2;No
5759.91084;Basic;Bachelor;Employed;M;85448;72;16;76;0;3;No
8495.164213;Premium;High School or Below;Employed;F;23791;110;11;71;3;7;No
4381.184212;Premium;Bachelor;Employed;F;20597;112;31;46;0;1;No
6997.827397;Extended;College;Employed;F;56940;87;11;10;0;9;No
11430.58845;Basic;Bachelor;Employed;M;93210;71;35;62;0;2;No
7482.486135;Extended;Bachelor;Employed;F;48992;94;30;0;1;7;No
8596.916624;Basic;Master;Employed;F;53736;71;2;20;0;2;No
7854.960831;Basic;College;Employed;M;25378;66;22;32;1;2;No
2582.408525;Basic;Bachelor;Employed;F;76731;64;2;68;0;1;No
2275.363967;Basic;High School or Below;Unemployed;M;0;64;11;85;0;1;No
4118.588554;Premium;Bachelor;Employed;F;69379;103;14;79;0;1;No
12157.32992;Premium;High School or Below;Employed;M;57449;103;6;28;0;2;No
5152.819636;Basic;Bachelor;Unemployed;M;0;68;7;31;0;7;No
6512.976472;Extended;College;Unemployed;M;0;93;30;70;0;6;No
27789.69235;Extended;Bachelor;Employed;F;33806;89;32;59;0;2;No
4191.966092;Basic;Master;Employed;M;77048;103;20;41;0;1;No
10928.40709;Extended;College;Employed;F;74965;90;20;93;0;2;No
7615.381271;Basic;High School or Below;Employed;F;34095;63;5;99;0;2;No
2004.350666;Basic;College;Unemployed;F;0;66;16;35;4;1;No
2434.681155;Basic;College;Employed;M;96045;61;24;35;0;1;No
14195.36028;Basic;Bachelor;Employed;F;86355;118;27;86;0;2;No
9427.684903;Basic;High School or Below;Employed;F;27824;118;32;9;0;8;No
11982.42085;Basic;High School or Below;Employed;M;42995;101;10;22;0;2;No
3102.789546;Extended;High School or Below;Employed;F;21235;79;18;56;0;1;No
4222.631209;Basic;High School or Below;Employed;M;74585;106;1;49;0;1;No
4023.814439;Premium;Bachelor;Employed;M;41833;103;28;43;0;1;No
