Id;age;years_of_experience;lesson_price;qualification;physics;chemistry;biology;english;geography;history;mean_exam_points
382;55.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;64.0
383;45.0;0.0;2250.0;3.0;No;Yes;No;No;No;No;86.0
384;34.0;2.0;2550.0;3.0;No;No;No;No;No;No;82.0
385;51.0;3.0;1550.0;2.0;Yes;Yes;No;No;No;No;59.0
386;53.0;1.0;1750.0;2.0;Yes;Yes;No;No;No;No;66.0
387;44.0;3.0;1600.0;1.0;Yes;No;No;No;No;No;65.0
388;46.0;4.0;1150.0;1.0;Yes;No;No;No;No;No;65.0
389;34.0;3.0;1400.0;2.0;No;No;No;No;No;No;54.0
390;47.0;0.0;2150.0;2.0;No;No;Yes;Yes;No;No;76.0
391;34.0;2.0;1500.0;1.0;Yes;No;No;No;No;No;70.0
392;51.0;3.0;2050.0;3.0;No;No;No;No;No;No;82.0
393;51.0;6.0;3050.0;3.0;No;No;No;No;No;No;87.0
394;35.0;4.0;1300.0;1.0;Yes;No;No;No;No;No;60.0
395;46.0;0.0;2250.0;3.0;No;No;No;No;No;No;76.0
396;47.0;0.0;1500.0;1.0;No;No;No;No;No;No;43.0
397;56.0;3.0;1600.0;1.0;No;No;No;No;No;No;50.0
398;56.0;1.0;1450.0;1.0;No;No;No;Yes;No;No;69.0
399;46.0;3.0;1400.0;1.0;Yes;No;No;No;No;No;72.0
400;42.0;0.0;2150.0;2.0;No;No;No;No;No;No;69.0
401;38.0;4.0;1400.0;1.0;Yes;Yes;No;No;No;No;65.0
402;51.0;5.0;2050.0;3.0;Yes;Yes;Yes;No;No;No;94.0
403;54.0;0.0;2200.0;3.0;No;No;No;No;No;No;82.0
404;52.0;2.0;1350.0;1.0;No;No;No;No;No;No;39.0
405;47.0;0.0;1450.0;2.0;Yes;No;No;No;No;No;61.0
406;50.0;3.0;1250.0;1.0;No;No;No;No;No;No;63.0
407;51.0;4.0;1600.0;1.0;Yes;No;No;No;No;No;53.0
408;42.0;0.0;1700.0;2.0;No;Yes;No;No;No;No;69.0
409;52.0;5.0;2700.0;3.0;Yes;No;No;No;No;No;87.0
410;48.0;2.0;1600.0;2.0;Yes;No;No;No;No;No;57.0
411;42.0;4.0;3000.0;3.0;No;No;No;No;No;No;83.0
412;52.0;1.0;2200.0;3.0;No;No;No;No;No;No;86.0
413;50.0;1.0;1600.0;2.0;Yes;No;No;No;No;No;70.0
414;44.0;0.0;1450.0;2.0;No;Yes;No;No;No;No;61.0
415;53.0;1.0;1500.0;1.0;No;No;No;No;No;No;63.0
416;51.0;0.0;1300.0;1.0;Yes;No;No;No;No;No;64.0
417;56.0;1.0;1450.0;2.0;No;No;Yes;No;No;No;52.0
418;44.0;1.0;1650.0;2.0;No;Yes;No;No;No;No;67.0
419;38.0;0.0;1750.0;2.0;No;No;No;No;No;No;64.0
420;43.0;0.0;2150.0;2.0;No;No;No;No;No;No;70.0
421;46.0;0.0;2200.0;2.0;No;No;No;No;No;No;73.0
422;42.0;2.0;2000.0;2.0;Yes;No;No;No;No;No;75.0
423;27.0;3.0;1350.0;1.0;Yes;Yes;No;No;No;No;54.0
424;50.0;1.0;1600.0;1.0;No;Yes;Yes;No;No;No;37.0
425;48.0;2.0;1600.0;2.0;No;No;No;No;No;No;58.0
426;34.0;1.0;1550.0;2.0;No;No;Yes;No;Yes;No;58.0
427;37.0;0.0;1550.0;1.0;No;No;No;No;No;No;34.0
428;46.0;2.0;1950.0;2.0;No;No;No;No;No;No;65.0
429;40.0;1.0;1600.0;2.0;No;Yes;Yes;No;No;No;62.0
430;42.0;0.0;1550.0;1.0;No;Yes;Yes;No;No;No;43.0
431;38.0;4.0;2200.0;2.0;No;No;No;No;Yes;No;72.0
432;54.0;2.0;1650.0;1.0;Yes;No;No;No;No;No;48.0
433;53.0;4.0;1550.0;2.0;No;No;No;No;No;No;55.0
434;42.0;4.0;2750.0;3.0;No;No;Yes;No;No;No;88.0
435;46.0;2.0;1450.0;1.0;Yes;No;Yes;No;Yes;No;69.0
436;38.0;2.0;1150.0;1.0;Yes;No;No;No;No;No;65.0
437;49.0;1.0;1500.0;1.0;No;Yes;No;No;Yes;No;59.0
438;40.0;0.0;1500.0;2.0;No;No;No;No;No;No;56.0
439;58.0;0.0;2200.0;2.0;No;Yes;No;No;No;No;76.0
440;54.0;1.0;1450.0;2.0;No;No;No;No;No;No;49.0
441;50.0;0.0;1450.0;1.0;No;Yes;No;No;No;No;59.0
442;44.0;4.0;1750.0;1.0;No;Yes;No;No;No;No;63.0
443;53.0;3.0;2000.0;2.0;No;No;No;No;No;No;65.0
444;48.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;81.0
445;54.0;0.0;1400.0;1.0;No;No;No;No;No;No;62.0
446;45.0;2.0;1300.0;1.0;Yes;No;Yes;No;No;No;67.0
447;40.0;3.0;1450.0;2.0;Yes;No;No;Yes;No;No;63.0
448;34.0;0.0;2250.0;3.0;No;Yes;No;No;No;No;84.0
449;39.0;0.0;1450.0;2.0;No;No;No;No;No;No;51.0
450;44.0;1.0;1350.0;1.0;No;No;No;No;No;No;66.0
451;55.0;6.0;2600.0;3.0;No;No;No;No;No;No;86.0
452;36.0;5.0;1950.0;3.0;Yes;No;No;No;No;No;83.0
453;36.0;3.0;1150.0;1.0;No;No;No;No;No;No;56.0
454;42.0;2.0;1150.0;1.0;Yes;No;No;No;No;No;63.0
455;48.0;2.0;1500.0;1.0;No;No;No;No;No;No;64.0
456;50.0;1.0;1300.0;1.0;No;No;No;No;No;No;61.0
457;38.0;5.0;1500.0;1.0;Yes;No;No;No;No;No;56.0
458;33.0;1.0;1200.0;1.0;Yes;No;No;No;No;No;55.0
459;40.0;5.0;1200.0;1.0;No;No;No;No;Yes;No;53.0
460;36.0;2.0;1950.0;2.0;Yes;Yes;No;No;No;No;77.0
461;60.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;54.0
462;46.0;4.0;1100.0;1.0;No;No;Yes;No;No;No;63.0
463;47.0;1.0;1350.0;1.0;Yes;No;No;No;No;No;66.0
464;40.0;0.0;2200.0;2.0;No;No;Yes;No;No;No;73.0
465;56.0;1.0;1750.0;2.0;Yes;Yes;No;No;No;No;74.0
466;63.0;3.0;1600.0;1.0;No;No;No;No;No;No;41.0
467;42.0;1.0;1200.0;1.0;Yes;Yes;No;No;No;No;57.0
468;66.0;2.0;1500.0;1.0;No;No;No;No;No;No;55.0
469;46.0;0.0;1300.0;1.0;No;No;No;No;No;No;67.0
470;47.0;5.0;1650.0;2.0;No;Yes;No;No;No;No;70.0
471;52.0;0.0;2200.0;3.0;No;No;Yes;No;No;No;80.0
472;45.0;1.0;1400.0;1.0;Yes;No;No;No;No;No;70.0
473;50.0;0.0;1500.0;1.0;No;No;No;No;No;No;34.0
474;51.0;0.0;1350.0;1.0;No;No;No;No;Yes;No;62.0
475;42.0;2.0;1300.0;1.0;No;No;No;No;No;No;67.0
476;58.0;2.0;1350.0;1.0;Yes;No;No;No;No;No;59.0
477;62.0;0.0;1450.0;2.0;No;No;No;No;No;No;51.0
478;49.0;1.0;1650.0;2.0;No;No;No;No;No;No;69.0
479;51.0;5.0;1950.0;2.0;No;No;No;No;No;No;67.0
480;54.0;0.0;1400.0;1.0;No;Yes;No;No;No;No;59.0
481;47.0;1.0;1200.0;1.0;Yes;No;No;No;No;Yes;59.0
482;62.0;5.0;1350.0;1.0;No;Yes;No;No;No;No;50.0
483;38.0;0.0;1700.0;2.0;No;No;No;No;No;No;63.0
484;34.0;5.0;2450.0;3.0;No;Yes;No;No;No;No;78.0
485;58.0;3.0;1250.0;1.0;Yes;No;No;No;No;No;70.0
486;36.0;1.0;1200.0;1.0;Yes;No;No;No;No;No;59.0
487;36.0;2.0;1650.0;1.0;Yes;No;No;No;No;No;46.0
488;42.0;0.0;1150.0;1.0;No;No;No;No;No;No;50.0
489;41.0;3.0;2750.0;3.0;Yes;No;No;No;No;No;93.0
490;50.0;2.0;1450.0;1.0;Yes;No;No;No;No;No;45.0
491;33.0;3.0;1550.0;1.0;No;No;No;No;No;No;64.0
492;44.0;0.0;1550.0;1.0;Yes;No;No;No;Yes;No;50.0
493;36.0;0.0;1350.0;1.0;Yes;No;No;No;No;No;62.0
494;48.0;4.0;1250.0;1.0;No;No;No;No;No;No;60.0
495;41.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;57.0
496;54.0;2.0;1300.0;2.0;Yes;No;No;No;No;No;55.0
497;37.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;55.0
498;34.0;0.0;1500.0;1.0;Yes;No;No;No;No;No;45.0
499;52.0;0.0;1150.0;1.0;No;No;No;No;No;No;54.0
500;49.0;0.0;1250.0;1.0;No;No;No;No;No;No;45.0
501;46.0;0.0;1150.0;1.0;Yes;Yes;No;Yes;No;No;64.0
502;49.0;0.0;2200.0;3.0;No;No;No;No;No;No;81.0
503;45.0;3.0;2450.0;2.0;Yes;No;Yes;No;No;No;76.0
504;42.0;0.0;1200.0;1.0;Yes;No;Yes;No;No;No;63.0
505;35.0;4.0;1500.0;2.0;No;No;No;No;No;No;55.0
506;42.0;4.0;2700.0;3.0;No;No;No;No;No;No;93.0
507;47.0;2.0;1600.0;3.0;No;Yes;No;No;No;No;64.0
508;33.0;1.0;1550.0;2.0;Yes;No;No;No;No;No;56.0
509;32.0;2.0;2200.0;3.0;Yes;No;No;No;No;No;75.0
510;38.0;0.0;1200.0;2.0;No;No;No;No;No;No;51.0
511;43.0;1.0;1350.0;1.0;No;No;No;No;No;No;60.0
512;58.0;2.0;2050.0;2.0;No;No;No;Yes;No;No;75.0
513;48.0;7.0;1900.0;1.0;No;Yes;No;No;No;No;64.0
514;53.0;1.0;1450.0;1.0;Yes;No;No;No;No;No;59.0
515;45.0;2.0;2250.0;2.0;No;No;No;No;No;No;85.0
516;34.0;3.0;2350.0;3.0;Yes;No;No;No;No;No;89.0
517;52.0;0.0;1500.0;2.0;No;Yes;No;No;No;No;52.0
518;47.0;2.0;1200.0;1.0;No;No;No;No;No;No;45.0
519;49.0;0.0;2200.0;2.0;No;No;No;No;Yes;No;68.0
520;44.0;4.0;2750.0;3.0;No;Yes;No;No;No;No;82.0
521;45.0;0.0;1150.0;1.0;No;No;No;No;No;No;52.0
522;42.0;1.0;1450.0;2.0;No;No;No;No;No;No;57.0
523;53.0;2.0;2000.0;2.0;Yes;Yes;No;No;No;No;70.0
524;54.0;0.0;1200.0;1.0;Yes;No;No;Yes;No;No;59.0
525;32.0;3.0;1500.0;2.0;No;No;No;No;No;No;53.0
526;36.0;0.0;2150.0;2.0;No;No;No;No;No;No;68.0
527;51.0;1.0;1350.0;1.0;No;No;No;No;No;No;62.0
528;52.0;1.0;1450.0;2.0;No;No;No;No;No;No;54.0
529;37.0;3.0;1750.0;2.0;Yes;No;No;No;No;No;60.0
530;50.0;2.0;2350.0;2.0;No;No;No;No;No;No;73.0
531;44.0;1.0;2050.0;3.0;Yes;No;No;No;No;No;87.0
532;55.0;0.0;1500.0;1.0;No;No;Yes;No;No;No;43.0
533;64.0;7.0;2550.0;3.0;Yes;No;Yes;No;No;No;97.0
534;28.0;4.0;2400.0;2.0;Yes;No;No;No;No;No;73.0
535;33.0;4.0;1700.0;2.0;No;Yes;No;No;No;No;61.0
536;51.0;3.0;1800.0;3.0;No;No;Yes;No;No;No;78.0
537;41.0;3.0;2100.0;2.0;Yes;No;No;No;No;No;76.0
538;44.0;3.0;2450.0;3.0;Yes;No;No;No;No;No;82.0
539;56.0;0.0;1700.0;2.0;No;No;No;No;No;No;69.0
540;50.0;7.0;500.0;1.0;No;No;No;No;No;No;53.0
541;55.0;1.0;1450.0;1.0;No;No;No;No;No;No;68.0
542;43.0;3.0;1700.0;1.0;No;Yes;No;No;No;No;42.0
543;42.0;2.0;1500.0;1.0;Yes;No;No;No;No;No;63.0
544;36.0;3.0;2400.0;3.0;No;No;No;No;No;No;81.0
545;35.0;1.0;2200.0;3.0;No;No;No;No;No;No;86.0
546;48.0;2.0;1650.0;2.0;No;Yes;No;No;Yes;No;57.0
547;39.0;3.0;1850.0;3.0;Yes;No;No;No;No;No;80.0
548;56.0;0.0;1400.0;1.0;Yes;No;No;No;No;No;63.0
549;49.0;2.0;1100.0;1.0;No;No;No;No;No;No;49.0
550;36.0;2.0;1600.0;1.0;Yes;No;No;No;No;No;43.0
551;45.0;3.0;1350.0;2.0;Yes;No;Yes;No;No;No;41.0
552;56.0;0.0;1550.0;1.0;Yes;Yes;No;No;No;No;43.0
553;32.0;3.0;2000.0;1.0;Yes;No;No;No;No;No;58.0
554;49.0;2.0;1150.0;1.0;Yes;No;No;No;No;No;51.0
555;44.0;4.0;3100.0;3.0;No;No;Yes;No;No;No;88.0
556;40.0;1.0;1400.0;1.0;No;No;No;Yes;No;No;67.0
557;43.0;4.0;1550.0;2.0;Yes;No;No;No;No;No;61.0
558;47.0;0.0;2200.0;2.0;Yes;No;No;No;No;No;73.0
559;54.0;5.0;1550.0;2.0;Yes;No;No;No;No;No;63.0
560;37.0;1.0;1350.0;1.0;No;No;No;No;Yes;No;56.0
561;43.0;4.0;2250.0;3.0;Yes;No;No;No;No;No;90.0
562;52.0;1.0;2250.0;3.0;Yes;No;No;Yes;No;No;87.0
563;35.0;0.0;1450.0;2.0;Yes;Yes;Yes;No;No;No;64.0
564;43.0;0.0;2150.0;2.0;No;No;Yes;No;No;No;75.0
565;43.0;1.0;1250.0;2.0;No;No;No;No;No;No;54.0
566;49.0;4.0;2150.0;2.0;No;No;No;No;No;No;62.0
567;50.0;6.0;1300.0;1.0;No;No;No;No;No;No;40.0
568;51.0;2.0;2200.0;3.0;Yes;No;No;No;No;No;83.0
569;29.0;4.0;1050.0;1.0;Yes;No;No;No;No;No;60.0
570;46.0;3.0;850.0;1.0;Yes;No;No;No;No;No;76.0
571;32.0;1.0;1500.0;1.0;No;No;No;No;No;No;38.0
572;44.0;4.0;3150.0;3.0;No;No;Yes;No;No;No;86.0
573;44.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;89.0
574;60.0;1.0;1500.0;1.0;No;Yes;No;No;No;No;42.0
575;48.0;4.0;2050.0;3.0;Yes;No;No;No;No;No;82.0
576;45.0;0.0;2250.0;3.0;No;Yes;No;No;No;No;77.0
577;59.0;2.0;2200.0;2.0;Yes;No;No;No;No;No;73.0
578;48.0;2.0;1000.0;1.0;Yes;No;No;No;Yes;No;66.0
579;39.0;4.0;1350.0;1.0;No;Yes;No;No;No;No;62.0
580;42.0;6.0;1850.0;2.0;No;No;No;No;No;Yes;64.0
581;52.0;2.0;1400.0;1.0;Yes;Yes;No;No;No;No;72.0
582;45.0;2.0;2300.0;3.0;Yes;No;No;No;No;No;82.0
583;45.0;0.0;1550.0;1.0;No;No;No;No;No;No;41.0
584;48.0;2.0;1450.0;1.0;No;Yes;No;No;No;No;46.0
585;42.0;4.0;2300.0;3.0;No;No;No;No;No;No;80.0
586;64.0;2.0;1650.0;2.0;Yes;Yes;No;No;No;No;67.0
587;44.0;2.0;1050.0;1.0;No;No;No;No;No;No;46.0
588;53.0;1.0;1700.0;2.0;No;No;No;No;No;No;66.0
589;47.0;1.0;1400.0;1.0;No;No;No;Yes;No;No;57.0
590;40.0;2.0;1250.0;1.0;Yes;No;No;No;No;No;53.0
591;65.0;2.0;1150.0;1.0;No;No;No;No;No;No;61.0
592;47.0;4.0;1500.0;1.0;No;No;No;No;No;No;47.0
593;45.0;5.0;2000.0;1.0;No;No;No;No;No;No;62.0
594;48.0;2.0;1600.0;2.0;Yes;No;No;No;No;No;73.0
595;45.0;0.0;1350.0;1.0;Yes;No;Yes;No;No;No;72.0
596;26.0;0.0;2250.0;3.0;No;No;No;No;No;No;80.0
597;50.0;1.0;1650.0;1.0;Yes;No;No;No;No;Yes;44.0
598;47.0;1.0;1300.0;1.0;No;No;No;No;No;No;63.0
599;48.0;2.0;1050.0;1.0;Yes;Yes;No;No;No;No;57.0
600;48.0;0.0;1300.0;1.0;No;No;No;No;No;No;65.0
601;39.0;0.0;1350.0;1.0;No;No;No;No;No;No;65.0
602;47.0;2.0;1500.0;1.0;Yes;No;No;No;No;No;58.0
603;51.0;0.0;1700.0;2.0;No;No;No;No;No;No;61.0
604;63.0;1.0;1550.0;2.0;Yes;No;No;No;No;No;60.0
605;49.0;4.0;600.0;1.0;No;No;No;No;Yes;No;48.0
606;62.0;0.0;1150.0;1.0;No;No;No;No;No;No;49.0
607;43.0;1.0;1150.0;1.0;Yes;No;No;No;No;No;60.0
608;49.0;2.0;1400.0;1.0;No;No;No;No;No;No;60.0
609;60.0;3.0;1300.0;2.0;No;No;No;No;No;Yes;53.0
610;42.0;0.0;2150.0;2.0;No;No;No;No;No;No;74.0
611;41.0;5.0;850.0;1.0;No;No;No;No;No;No;52.0
612;48.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;85.0
613;58.0;3.0;1100.0;1.0;Yes;Yes;No;No;No;No;74.0
614;42.0;3.0;2050.0;2.0;Yes;No;No;No;No;No;75.0
615;46.0;1.0;1600.0;1.0;No;No;No;No;No;No;39.0
616;41.0;3.0;3000.0;3.0;No;No;No;No;No;No;80.0
617;55.0;0.0;1450.0;1.0;Yes;No;No;No;No;No;67.0
618;44.0;4.0;2950.0;3.0;No;Yes;No;No;No;No;92.0
619;37.0;2.0;1050.0;1.0;No;No;Yes;No;No;No;52.0
620;68.0;0.0;2200.0;2.0;Yes;No;No;Yes;No;No;77.0
621;49.0;1.0;1400.0;1.0;Yes;No;No;No;No;No;41.0
622;47.0;2.0;1650.0;2.0;No;No;No;No;No;No;55.0
623;39.0;0.0;1500.0;2.0;Yes;No;No;No;No;No;59.0
624;53.0;6.0;2300.0;2.0;No;No;No;No;No;No;70.0
625;47.0;3.0;1800.0;2.0;No;No;No;No;No;No;60.0
626;43.0;1.0;1500.0;1.0;No;No;No;No;No;No;62.0
627;54.0;2.0;1350.0;1.0;No;No;No;No;No;Yes;48.0
628;52.0;0.0;2250.0;3.0;Yes;No;Yes;No;Yes;No;85.0
629;45.0;1.0;1550.0;1.0;No;No;No;No;No;No;45.0
630;47.0;0.0;1450.0;1.0;No;No;No;No;No;No;58.0
631;54.0;0.0;2150.0;2.0;No;Yes;Yes;No;No;No;72.0
632;43.0;4.0;2900.0;3.0;Yes;No;No;No;No;No;90.0
633;43.0;2.0;2600.0;2.0;No;No;No;No;Yes;No;69.0
634;42.0;1.0;1450.0;1.0;No;No;No;No;No;No;37.0
635;44.0;0.0;1200.0;1.0;No;No;No;No;No;No;48.0
636;51.0;0.0;1400.0;1.0;Yes;No;No;No;No;No;66.0
637;61.0;3.0;1750.0;1.0;No;No;No;No;No;No;63.0
638;55.0;3.0;1200.0;1.0;No;No;No;No;No;No;49.0
639;32.0;3.0;1600.0;2.0;No;No;No;No;No;No;69.0
640;49.0;3.0;2050.0;2.0;No;No;No;No;No;No;71.0
641;55.0;2.0;1750.0;1.0;No;Yes;No;No;No;No;40.0
642;39.0;3.0;1550.0;2.0;Yes;No;No;No;No;No;71.0
643;40.0;1.0;1350.0;1.0;Yes;No;Yes;Yes;No;No;46.0
644;54.0;0.0;2250.0;3.0;No;No;No;No;No;No;78.0
645;48.0;0.0;2250.0;3.0;Yes;No;No;No;No;No;86.0
646;33.0;6.0;1250.0;1.0;Yes;No;No;No;No;No;67.0
647;51.0;2.0;1450.0;1.0;Yes;No;Yes;No;No;No;53.0
648;30.0;1.0;1250.0;1.0;No;Yes;No;No;No;No;52.0
649;57.0;3.0;2000.0;2.0;No;No;No;No;No;No;62.0
650;39.0;0.0;1200.0;1.0;No;No;No;No;No;No;57.0
651;41.0;5.0;2000.0;1.0;Yes;No;Yes;No;No;No;61.0
652;54.0;2.0;1250.0;1.0;Yes;No;No;No;No;No;51.0
653;29.0;1.0;1650.0;1.0;Yes;Yes;No;No;No;No;69.0
654;47.0;3.0;1150.0;2.0;No;No;No;No;No;No;49.0
655;66.0;3.0;1750.0;1.0;No;No;No;No;No;No;58.0
656;42.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;60.0
657;27.0;4.0;1350.0;1.0;Yes;No;No;No;No;No;65.0
658;64.0;0.0;2200.0;2.0;No;No;No;No;No;No;73.0
659;46.0;4.0;1400.0;1.0;No;No;No;No;No;No;38.0
660;35.0;0.0;1450.0;2.0;No;No;No;Yes;No;No;55.0
661;33.0;0.0;1700.0;2.0;No;No;Yes;No;No;No;70.0
662;44.0;0.0;1450.0;2.0;Yes;No;No;No;Yes;No;66.0
663;56.0;4.0;1250.0;1.0;No;No;No;No;No;No;50.0
664;43.0;4.0;2500.0;3.0;No;No;No;No;No;No;89.0
665;42.0;0.0;1550.0;1.0;No;No;No;No;No;No;33.0
666;34.0;2.0;1450.0;1.0;No;Yes;No;No;No;No;58.0
667;51.0;2.0;1750.0;1.0;Yes;No;No;No;No;No;43.0
668;51.0;0.0;1350.0;1.0;Yes;No;No;Yes;No;No;71.0
669;49.0;3.0;1450.0;1.0;No;No;No;No;No;No;60.0
670;44.0;4.0;1200.0;2.0;No;Yes;No;No;No;Yes;58.0
671;40.0;3.0;1600.0;1.0;No;No;No;No;No;No;45.0
672;59.0;1.0;1250.0;1.0;No;No;No;No;No;No;60.0
673;46.0;2.0;1650.0;2.0;No;No;No;No;No;No;60.0
674;43.0;4.0;2700.0;3.0;No;No;No;No;No;No;82.0
675;46.0;3.0;2400.0;2.0;No;No;No;No;No;No;66.0
676;46.0;2.0;2000.0;2.0;Yes;Yes;Yes;No;No;No;83.0
677;45.0;2.0;1500.0;2.0;No;No;Yes;No;No;No;55.0
678;47.0;2.0;1350.0;2.0;No;No;No;No;No;No;56.0
679;49.0;2.0;2400.0;3.0;No;No;No;No;No;No;78.0
680;54.0;0.0;1500.0;2.0;No;No;No;No;No;No;52.0
681;47.0;5.0;2750.0;3.0;No;No;No;No;No;No;88.0
682;58.0;0.0;2200.0;3.0;No;No;No;Yes;No;No;83.0
683;44.0;2.0;1450.0;1.0;Yes;No;No;No;No;No;66.0
684;41.0;4.0;1300.0;1.0;No;No;No;No;No;No;40.0
685;52.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;56.0
686;42.0;4.0;2200.0;3.0;No;No;No;No;No;No;79.0
687;53.0;2.0;1800.0;2.0;No;No;No;No;No;No;64.0
688;32.0;2.0;1750.0;1.0;No;No;No;No;No;No;40.0
689;37.0;0.0;2200.0;3.0;No;No;Yes;No;No;No;84.0
690;30.0;2.0;2800.0;3.0;No;No;No;No;No;No;86.0
691;60.0;0.0;1700.0;2.0;No;No;No;No;Yes;No;63.0
692;28.0;0.0;1500.0;1.0;Yes;Yes;No;No;No;No;51.0
693;54.0;1.0;2100.0;3.0;Yes;Yes;Yes;No;No;No;86.0
694;59.0;0.0;2150.0;2.0;Yes;No;Yes;No;No;No;76.0
695;43.0;2.0;1050.0;1.0;No;No;No;No;No;No;51.0
696;45.0;2.0;1100.0;1.0;Yes;Yes;Yes;No;No;No;58.0
697;51.0;0.0;1500.0;1.0;No;Yes;Yes;No;No;No;37.0
698;43.0;1.0;1450.0;2.0;No;No;No;No;No;No;54.0
699;33.0;3.0;1650.0;1.0;No;Yes;No;No;No;No;53.0
700;45.0;4.0;2000.0;2.0;No;No;No;No;No;No;63.0
701;44.0;1.0;1400.0;1.0;Yes;Yes;No;No;No;No;67.0
702;38.0;1.0;2200.0;2.0;Yes;Yes;No;No;No;No;72.0
703;39.0;3.0;3050.0;3.0;Yes;No;No;No;No;No;89.0
704;41.0;3.0;1750.0;2.0;No;No;No;No;No;No;69.0
705;45.0;0.0;1300.0;1.0;Yes;No;No;No;No;No;63.0
706;52.0;5.0;2650.0;3.0;No;No;No;No;No;No;92.0
707;33.0;1.0;1050.0;1.0;No;No;No;No;No;No;54.0
708;37.0;0.0;1400.0;1.0;No;No;Yes;No;No;No;64.0
709;41.0;2.0;1550.0;2.0;No;No;No;No;No;No;58.0
710;52.0;4.0;1650.0;1.0;Yes;Yes;No;No;No;No;76.0
711;49.0;1.0;1450.0;1.0;No;No;No;No;No;No;61.0
712;31.0;0.0;2250.0;3.0;No;No;No;No;No;No;79.0
713;52.0;1.0;1150.0;1.0;No;No;No;No;No;No;60.0
714;38.0;3.0;1550.0;2.0;No;No;No;No;No;No;49.0
715;51.0;0.0;1450.0;1.0;Yes;No;No;No;No;No;58.0
716;35.0;5.0;1900.0;1.0;Yes;No;Yes;No;No;No;43.0
717;42.0;1.0;1350.0;1.0;No;No;No;No;No;No;62.0
718;42.0;1.0;1850.0;2.0;Yes;No;No;No;No;No;71.0
719;41.0;1.0;1750.0;2.0;No;No;No;No;No;No;61.0
720;65.0;1.0;1550.0;1.0;No;No;No;No;No;No;38.0
721;34.0;2.0;2700.0;3.0;No;No;No;No;No;No;78.0
722;43.0;0.0;2150.0;2.0;No;No;No;No;No;No;76.0
723;62.0;2.0;2450.0;3.0;No;No;No;No;No;No;80.0
724;61.0;6.0;1100.0;1.0;No;No;No;No;No;No;46.0
725;53.0;4.0;2150.0;2.0;No;No;No;No;No;No;71.0
726;35.0;4.0;1400.0;1.0;No;No;No;No;No;No;54.0
727;41.0;2.0;1750.0;2.0;No;No;No;No;No;No;65.0
728;51.0;1.0;2250.0;3.0;Yes;No;Yes;No;No;No;83.0
729;47.0;0.0;1450.0;1.0;No;No;No;No;No;No;56.0
730;34.0;0.0;2150.0;2.0;Yes;No;No;No;No;No;72.0
731;62.0;2.0;1150.0;1.0;No;Yes;No;Yes;No;No;38.0
732;51.0;0.0;2250.0;3.0;No;No;No;No;No;No;76.0
733;49.0;0.0;1250.0;1.0;No;No;No;No;No;No;53.0
734;45.0;1.0;1250.0;1.0;No;Yes;No;No;No;No;53.0
735;52.0;2.0;2150.0;2.0;No;No;No;No;No;No;69.0
736;44.0;0.0;2250.0;3.0;No;No;No;No;No;No;78.0
737;47.0;0.0;1450.0;1.0;Yes;No;No;No;No;No;66.0
738;44.0;2.0;2350.0;3.0;No;No;Yes;No;No;No;83.0
739;54.0;0.0;1750.0;2.0;Yes;Yes;No;No;No;No;71.0
740;38.0;3.0;3250.0;3.0;Yes;No;No;No;No;No;98.0
741;41.0;2.0;1500.0;2.0;No;No;No;No;No;No;58.0
742;46.0;0.0;1450.0;2.0;No;No;No;No;No;No;60.0
743;49.0;4.0;2600.0;3.0;No;No;No;No;No;No;80.0
744;41.0;0.0;1200.0;1.0;Yes;No;No;No;No;No;56.0
745;63.0;2.0;1100.0;1.0;Yes;Yes;No;No;No;No;65.0
746;33.0;5.0;1300.0;2.0;No;Yes;No;No;No;No;52.0
747;49.0;0.0;1200.0;1.0;No;No;No;No;No;No;54.0
748;41.0;4.0;2200.0;3.0;No;No;No;No;No;Yes;83.0
749;45.0;2.0;1450.0;2.0;Yes;Yes;No;No;No;No;61.0
750;67.0;3.0;1100.0;2.0;No;No;No;No;No;No;45.0
751;65.0;0.0;1450.0;1.0;Yes;No;No;No;Yes;No;68.0
752;45.0;3.0;1500.0;2.0;No;No;No;No;No;No;57.0
753;50.0;1.0;1250.0;1.0;No;No;No;No;No;No;56.0
754;52.0;3.0;1500.0;2.0;No;No;No;No;No;No;68.0
755;54.0;0.0;1450.0;2.0;No;No;No;No;No;No;59.0
756;34.0;0.0;2200.0;2.0;Yes;No;Yes;No;No;No;76.0
757;52.0;0.0;1450.0;1.0;No;No;No;No;No;No;58.0
758;32.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;54.0
759;43.0;4.0;1600.0;2.0;No;No;No;No;No;No;68.0
760;45.0;2.0;1650.0;2.0;No;No;Yes;Yes;No;No;73.0
761;35.0;0.0;2200.0;3.0;No;No;No;No;No;No;75.0
762;43.0;1.0;1600.0;2.0;Yes;No;No;No;No;No;70.0
763;57.0;1.0;1050.0;1.0;No;No;No;No;No;No;52.0
